"","ROI"
"11589",NA
"11590",NA
"11591",NA
"11592",21885.5955122505
"11593",NA
"11594",17614.518586478
"11595",110243.315731921
"11596",17056.6234352751
"11597",39639.6271746858
"11598",NA
"11599",16285.498355501
"11600",51664.981036364
"11601",NA
"11602",36083.7902711048
"11603",NA
"11604",NA
"11605",NA
"11606",NA
"11607",33372.771353277
"11608",NA
"11609",NA
"11610",NA
"11611",22205.6973632268
"11612",NA
"11613",23767.8715295911
"11614",NA
"11615",NA
"11616",NA
"11617",NA
"11618",NA
"11619",NA
"11620",NA
"11621",20989.975534368
"11622",NA
"11623",NA
"11624",NA
"11625",NA
"11626",26842.9342038631
"11627",NA
"11628",27376.4988450571
"11629",42350.0191792472
"11630",31586.9476778731
"11631",NA
"11632",27786.5960962952
"11633",16271.9711003554
"11634",17858.3134538643
"11635",183797.850586584
"11636",46274.3811513955
"11637",NA
"11638",NA
"11639",80093.3787175652
"11640",NA
"11641",NA
"11642",34328.4012897046
"11643",NA
"11644",40627.4288428725
"11645",41126.0363053301
"11646",31268.1673548498
"11647",NA
"11648",NA
"11649",24903.8643996672
"11650",33383.022110498
"11651",33181.7934702065
"11652",32418.9256811288
"11653",68869.8675369075
"11654",NA
"11655",22835.6243887875
"11656",38252.4563019418
"11657",21756.7604931738
"11658",24274.5210473441
"11659",75371.0585696102
"11660",NA
"11661",NA
"11662",NA
"11663",NA
"11664",NA
"11665",NA
"11666",NA
"11667",29160.4267661846
"11668",NA
"11669",18635.9563180923
"11670",50747.7672795178
"11671",47875.8716850084
"11672",20351.019001255
"11673",21476.5586771769
"11674",NA
"11675",NA
"11676",34535.538947876
"11677",65567.8207074483
"11678",NA
"11679",NA
"11680",NA
"11681",4140.57401151521
"11682",NA
"11683",25720.7236846238
"11684",NA
"11685",NA
"11686",NA
"11687",26668.9402428598
"11688",NA
"11689",NA
"11690",NA
"11691",17178.0981735447
"11692",NA
"11693",NA
"11694",NA
"11695",63479.8407311028
"11696",NA
"11697",30664.3007586736
"11698",NA
"11699",22213.9352041965
"11700",46134.5965856885
"11701",NA
"11702",NA
"11703",NA
"11704",NA
"11705",46663.0351306855
"11706",26650.6452559654
"11707",27312.1691963113
"11708",NA
"11709",46609.8374932094
"11710",NA
"11711",43483.2703888234
"11712",18256.6880830103
"11713",34600.1834950422
"11714",17531.0316788062
"11715",23593.8726287868
"11716",NA
"11717",NA
"11718",NA
"11719",NA
"11720",NA
"11721",14673.6194253024
"11722",NA
"11723",23647.5013066758
"11724",NA
"11725",33436.9317425944
"11726",45721.8336398714
"11727",NA
"11728",NA
"11729",NA
"11730",NA
"11731",NA
"11732",NA
"11733",13206.0349428066
"11734",NA
"11735",17354.4803368216
"11736",31601.963872366
"11737",23349.0669551393
"11738",NA
"11739",NA
"11740",NA
"11741",24100.3554974344
"11742",27855.226435379
"11743",NA
"11744",53598.2197444971
"11745",NA
"11746",45084.1791772601
"11747",NA
"11748",24741.9848038663
"11749",NA
"11750",NA
"11751",NA
"11752",NA
"11753",23091.027105422
"11754",23873.1282007515
"11755",59052.2717729444
"11756",30898.706409099
"11757",NA
"11758",NA
"11759",12679.7553957441
"11760",NA
"11761",NA
"11762",NA
"11763",NA
"11764",NA
"11765",NA
"11766",NA
"11767",NA
"11768",NA
"11769",29738.5330572077
"11770",NA
"11771",NA
"11772",15718.1186805204
"11773",18651.162726874
"11774",NA
"11775",NA
"11776",NA
"11777",NA
"11778",NA
"11779",NA
"11780",NA
"11781",20150.4205211329
"11782",33945.7482239441
"11783",NA
"11784",NA
"11785",NA
"11786",35942.634904996
"11787",NA
"11788",25948.7600451106
"11789",38332.7928300922
"11790",40779.4504068245
"11791",72263.5192008301
"11792",21932.7898060828
"11793",NA
"11794",33106.7939417753
"11795",28361.884324647
"11796",NA
"11797",NA
"11798",NA
"11799",NA
"11800",12395.775193733
"11801",NA
"11802",20866.2735003198
"11803",NA
"11804",NA
"11805",NA
"11806",NA
"11807",29208.8091766826
"11808",NA
"11809",24882.3387732324
"11810",NA
"11811",55317.8698669693
"11812",88084.6368812056
"11813",35665.0651476597
"11814",28827.1809662191
"11815",NA
"11816",NA
"11817",NA
"11818",15435.677181
"11819",40691.8398253214
"11820",NA
"11821",19269.6285877624
"11822",50633.0541575997
"11823",55651.878429998
"11824",NA
"11825",42831.2206240522
"11826",NA
"11827",NA
"11828",16390.4116086979
"11829",NA
"11830",25264.7335912027
"11831",18988.8273875639
"11832",NA
"11833",20052.418509906
"11834",37229.4047453537
"11835",NA
"11836",25704.7349906813
"11837",14919.5803567189
"11838",40562.6333019422
"11839",NA
"11840",38510.3774969399
"11841",43554.2659124259
"11842",NA
"11843",NA
"11844",14153.662565421
"11845",NA
"11846",NA
"11847",NA
"11848",NA
"11849",23833.7749297073
"11850",20394.3544132547
"11851",NA
"11852",27493.4144001307
"11853",NA
"11854",NA
"11855",27685.8123391525
"11856",NA
"11857",NA
"11858",19700.827832884
"11859",NA
"11860",NA
"11861",NA
"11862",NA
"11863",NA
"11864",NA
"11865",33623.2458580844
"11866",47097.0648146429
"11867",NA
"11868",NA
"11869",18037.67298076
"11870",NA
"11871",NA
"11872",NA
"11873",NA
"11874",28455.2710928693
"11875",NA
"11876",23102.3146947843
"11877",28038.0298925137
"11878",16128.9995148998
"11879",15870.5869153044
"11880",NA
"11881",NA
"11882",39085.8096074819
"11883",36125.0551288215
"11884",40870.4962269669
"11885",129823.164455915
"11886",48571.2420859143
"11887",28311.2859830767
"11888",NA
"11889",24113.9720329301
"11890",NA
"11891",NA
"11892",NA
"11893",NA
"11894",NA
"11895",NA
"11896",NA
"11897",NA
"11898",30919.9065452094
"11899",39825.7320686588
"11900",NA
"11901",NA
"11902",NA
"11903",NA
"11904",NA
"11905",44823.7735745707
"11906",NA
"11907",NA
"11908",16901.43109698
"11909",23108.8995515217
"11910",NA
"11911",33888.5395702821
"11912",153216.292909038
"11913",NA
"11914",17726.5163820027
"11915",17468.5146989676
"11916",NA
"11917",NA
"11918",NA
"11919",NA
"11920",47374.2827079965
"11921",NA
"11922",19534.1611454251
"11923",NA
"11924",NA
"11925",17998.9005599783
"11926",NA
"11927",NA
"11928",56954.5554886066
"11929",NA
"11930",NA
"11931",12459.9929144701
"11932",NA
"11933",NA
"11934",NA
"11935",NA
"11936",NA
"11937",NA
"11938",41331.0235954856
"11939",NA
"11940",NA
"11941",NA
"11942",NA
"11943",50603.017232724
"11944",57975.2190235065
"11945",17294.628339949
"11946",36898.7062404552
"11947",48392.8920277582
"11948",22893.4291361464
"11949",NA
"11950",21032.218421955
"11951",36840.5029719507
"11952",NA
"11953",NA
"11954",NA
"11955",NA
"11956",NA
"11957",NA
"11958",NA
"11959",20194.7123621433
"11960",37944.0002571526
"11961",NA
"11962",NA
"11963",62627.7564599373
"11964",53811.9322160922
"11965",NA
"11966",NA
"11967",NA
"11968",NA
"11969",NA
"11970",NA
"11971",20247.8714613539
"11972",NA
"11973",20649.5758993482
"11974",NA
"11975",NA
"11976",NA
"11977",19022.6973027879
"11978",NA
"11979",NA
"11980",NA
"11981",18545.0328664028
"11982",923098.774419228
"11983",38886.807791336
"11984",35115.2474756768
"11985",47316.4832598774
"11986",20804.6290619307
"11987",33321.1442425909
"11988",43310.6475415507
"11989",25136.3176761745
"11990",35340.4732024254
"11991",NA
"11992",113142.167842585
"11993",NA
"11994",57433.2233703914
"11995",47366.26215253
"11996",NA
"11997",29507.3411250349
"11998",51445.8265344993
"11999",73064.0753033983
"12000",NA
"12001",94011.1596618432
"12002",61013.2999022388
"12003",NA
"12004",123097.672979814
"12005",126008.582604825
"12006",NA
"12007",NA
"12008",9539.30056648814
"12009",40288.9415147162
"12010",42979.4383609998
"12011",96107.666119207
"12012",26574.775115489
"12013",77231.986468945
"12014",123627.228306452
"12015",53025.3302157742
"12016",120899.082498585
"12017",51495.0862160135
"12018",41964.4459812315
"12019",53645.5372990918
"12020",52087.7289965289
"12021",18867.5884752666
"12022",27669.6070004446
"12023",111350.503356179
"12024",NA
"12025",NA
"12026",25275.1436471044
"12027",9317.03385715061
"12028",32903.1273862257
"12029",32010.336791689
"12030",53349.4710781616
"12031",38808.8475269079
"12032",57848.2766650618
"12033",NA
"12034",NA
"12035",31321.9585810924
"12036",166399.036371926
"12037",58501.6556410663
"12038",58981.4115846036
"12039",22048.4183108078
"12040",28214.9692402023
"12041",66048.1744932868
"12042",57167.5137656405
"12043",42911.2343269332
"12044",67941.6058459755
"12045",40332.602584744
"12046",32257.0916194481
"12047",18905.6874769159
"12048",25828.7506139938
"12049",31847.9159604772
"12050",34427.262040633
"12051",51391.6657566415
"12052",70414.6163119468
"12053",21111.0438165394
"12054",31700.7625491461
"12055",38287.4151741501
"12056",80864.1273453751
"12057",37575.6502851456
"12058",23783.3808113215
"12059",34666.2436842861
"12060",30147.865092615
"12061",20177.8715336373
"12062",NA
"12063",28117.4495465554
"12064",23982.6205379523
"12065",30014.0788804238
"12066",45920.2944026829
"12067",64443.3371324139
"12068",14393.4523745452
"12069",25416.8167768686
"12070",117987.437658221
"12071",19753.9227820373
"12072",28421.6590586575
"12073",31771.7912064642
"12074",52477.137994242
"12075",43255.8856069375
"12076",41472.4515483892
"12077",9230.10455842777
"12078",68609.1464483734
"12079",64476.9510855637
"12080",47604.6175601631
"12081",22004.0820882238
"12082",526193.232813289
"12083",20910.1597363329
"12084",74989.4313625695
"12085",NA
"12086",NA
"12087",163555.35711613
"12088",34180.7784732953
"12089",50930.9719819907
"12090",24409.6726475707
"12091",NA
"12092",28460.9264662821
"12093",21809.507445438
"12094",NA
"12095",NA
"12096",13232.806253211
"12097",22715.6817145121
"12098",11980.3632542608
"12099",NA
"12100",78950.4281316876
"12101",89871.4903439462
"12102",76569.4174239388
"12103",19648.6636235359
"12104",51276.169695143
"12105",30895.6867489154
"12106",NA
"12107",112877.918957863
"12108",41193.6342870537
"12109",33290.4889353026
"12110",34461.9740868744
"12111",19137.8575623581
"12112",35415.7735536002
"12113",10760.8564841718
"12114",7011.27764118777
"12115",17429.8037087603
"12116",35139.53236419
"12117",32365.5412452588
"12118",NA
"12119",26898.3538237262
"12120",11890.7238786737
"12121",63870.2378271118
"12122",46046.8401479972
"12123",49912.9842652419
"12124",17539.7133262793
"12125",NA
"12126",NA
"12127",76064.7678672689
"12128",160326.306305877
"12129",35754.4835060659
"12130",18843.3897056677
"12131",19492.6907356068
"12132",NA
"12133",154609.044279753
"12134",48487.9971975008
"12135",165985.462538888
"12136",20373.8737611423
"12137",14461.5019146177
"12138",47388.3462657671
"12139",80784.6831221878
"12140",20277.6188650221
"12141",17428.546195228
"12142",81360.7822451499
"12143",30160.6271627109
"12144",46094.2721054486
"12145",24165.6954254048
"12146",19505.5760614719
"12147",29538.3398429047
"12148",22118.4192449955
"12149",52151.6067885622
"12150",28090.1553130362
"12151",36765.6289391283
"12152",26953.4272088181
"12153",36167.4761552769
"12154",41588.0481705316
"12155",47463.4154122568
"12156",45711.4353472562
"12157",73587.3499037106
"12158",43549.752238521
"12159",NA
"12160",32196.36532582
"12161",26591.4962800691
"12162",13136.5114695186
"12163",28020.9849150763
"12164",28452.7531632176
"12165",84657.8319899574
"12166",79890.2069812468
"12167",47549.2871140105
"12168",31136.8779992932
"12169",38010.5273785325
"12170",43871.6992549409
"12171",14571.9468777397
"12172",8461.08715429218
"12173",NA
"12174",33285.5510862755
"12175",44920.9839469207
"12176",98386.0850066042
"12177",33628.3478220071
"12178",11235.6686984874
"12179",43455.36577439
"12180",21088.069793015
"12181",34349.6237543934
"12182",51650.241913785
"12183",42970.3887081939
"12184",13874.4796045642
"12185",42735.8209377628
"12186",13218.3316813411
"12187",30087.1002091655
"12188",13262.5059195716
"12189",26927.8976089819
"12190",95882.3735329243
"12191",52122.8359195882
"12192",719386.737336289
"12193",30239.716683845
"12194",19991.2184909994
"12195",15297.2214556727
"12196",NA
"12197",NA
"12198",38027.7848102998
"12199",18909.1844595951
"12200",25833.2847567251
"12201",18041.2790811302
"12202",66475.8217336434
"12203",197173.782095533
"12204",33548.3918435461
"12205",29893.3536834765
"12206",35952.844043755
"12207",168623.804768096
"12208",60624.5130633407
"12209",14547.1632146122
"12210",163970.252394731
"12211",60698.4815289844
"12212",44614.6917644559
"12213",45698.9391321466
"12214",91693.9494978242
"12215",40526.7828457671
"12216",8804.80763020702
"12217",41278.5960423238
"12218",NA
"12219",29777.6705105892
"12220",25408.3738447168
"12221",31224.6822237864
"12222",31277.9086617537
"12223",49394.4770755822
"12224",NA
"12225",16765.5705986658
"12226",9814.88356291915
"12227",83816.735772343
"12228",21578.9010215139
"12229",10655.1389001357
"12230",59422.3257540821
"12231",20547.2878312672
"12232",41853.9586511235
"12233",35221.2434096782
"12234",27563.5507969551
"12235",30215.9913132231
"12236",52610.1105449824
"12237",55410.5656268542
"12238",26668.0727160198
"12239",11314.2187691126
"12240",46103.2589893622
"12241",31434.3853231334
"12242",NA
"12243",32107.5817725996
"12244",14079.9236179823
"12245",31074.6139937804
"12246",16943.460509935
"12247",109144.296154691
"12248",37017.5031366538
"12249",67914.9818936557
"12250",25776.1128190638
"12251",83446.8235219755
"12252",37206.3915632976
"12253",20493.3981490097
"12254",23781.2799417279
"12255",23271.3937066453
"12256",23924.9492321622
"12257",35313.7137396851
"12258",51291.7196144546
"12259",39308.9491124498
"12260",NA
"12261",NA
"12262",9885.9446308595
"12263",19970.0012429432
"12264",45836.241848281
"12265",48697.3122221167
"12266",69577.2758041967
"12267",21919.6823031576
"12268",NA
"12269",31248.6687916708
"12270",40575.5856563083
"12271",90850.2328647023
"12272",26713.1214933298
"12273",24067.9765897633
"12274",46132.0046592533
"12275",23976.9311567719
"12276",52904.0463265148
"12277",43031.8890599557
"12278",29341.2375714447
"12279",53121.2426550793
"12280",44661.7889017951
"12281",67971.9119927426
"12282",NA
"12283",29536.7880470253
"12284",8787.97331829228
"12285",NA
"12286",29599.9319393473
"12287",56550.3051079789
"12288",10733.1987450353
"12289",NA
"12290",30998.9234643638
"12291",104341.72196054
"12292",15882.6664342609
"12293",46177.2643411103
"12294",27731.9982189759
"12295",16330.3226845877
"12296",13196.6407806867
"12297",23551.4922863409
"12298",NA
"12299",32663.4040197977
"12300",46330.3999136183
"12301",40046.0121657986
"12302",36208.4591257749
"12303",31259.9267719327
"12304",64935.6694540366
"12305",255238.13424189
"12306",18922.3747803687
"12307",41130.4215555519
"12308",48803.3954121496
"12309",12217.8282328361
"12310",11793.5928133729
"12311",40797.7809466932
"12312",20615.2195841578
"12313",30120.9927093582
"12314",41057.2835336995
"12315",31220.9872450994
"12316",26812.178626258
"12317",NA
"12318",NA
"12319",53849.4999773647
"12320",107683.563534305
"12321",47359.8597366624
"12322",11785.6816678049
"12323",NA
"12324",NA
"12325",29453.5578086474
"12326",20124.8235128586
"12327",NA
"12328",52119.9910943037
"12329",9243.09982902321
"12330",94999.5075186689
"12331",56830.3243587241
"12332",53003.0144690721
"12333",17404.2618019266
"12334",22747.8654341272
"12335",14396.9761322041
"12336",NA
"12337",NA
"12338",22745.671890793
"12339",61212.1909271617
"12340",27508.2494637151
"12341",11106.3141274099
"12342",63980.0936239129
"12343",16646.1163164745
"12344",NA
"12345",13465.9385255996
"12346",29601.1108154308
"12347",53967.0030509371
"12348",23623.9566284398
"12349",45405.5910506003
"12350",38581.5316769273
"12351",82958.5846705723
"12352",17898.1406743811
"12353",35036.453065208
"12354",26233.1842102219
"12355",24040.0076963603
"12356",26265.1151639416
"12357",62816.2005654873
"12358",42411.0308478715
"12359",19032.7177754079
"12360",67502.0055469952
"12361",100828.499561112
"12362",45819.9703095802
"12363",18465.0509257469
"12364",32572.9350338484
"12365",52097.0101245216
"12366",NA
"12367",60549.0484921559
"12368",NA
"12369",54299.2779802784
"12370",42181.3964493543
"12371",19134.9033252286
"12372",40514.1839477115
"12373",NA
"12374",37966.3878510447
"12375",29722.9323996981
"12376",NA
"12377",42365.1472181937
"12378",44076.5066125305
"12379",59720.8953057569
"12380",68461.5191477193
"12381",15576.9964669641
"12382",19249.5524742395
"12383",9914.8974466429
"12384",17533.7682991919
"12385",33288.3101024642
"12386",22284.2062134197
"12387",NA
"12388",25361.8826647689
"12389",69469.9753493838
"12390",23353.1152595279
"12391",28602.504829102
"12392",47715.7459832351
"12393",NA
"12394",22953.6656700124
"12395",28984.1444979409
"12396",32745.0396820557
"12397",29387.1325723548
"12398",33142.529668012
"12399",101872.182899567
"12400",76581.853596687
"12401",45466.1041226724
"12402",27087.4593254037
"12403",NA
"12404",56364.9616867015
"12405",633948.527220062
"12406",38249.8331190188
"12407",27444.6763201707
"12408",30985.0321258957
"12409",7300.68116543821
"12410",NA
"12411",37264.5069755312
"12412",NA
"12413",11969.6137657077
"12414",29298.7094478956
"12415",36347.9499898643
"12416",26882.8328682624
"12417",63219.3747244694
"12418",52952.5968133051
"12419",24207.0090603229
"12420",15399.0356709917
"12421",34035.4746184836
"12422",21254.9797483579
"12423",36778.2675341229
"12424",38188.4644672279
"12425",23245.7641353354
"12426",26230.4226956798
"12427",22743.4346114732
"12428",10396.0765206034
"12429",36066.64200082
"12430",69053.4568925126
"12431",71814.5086807492
"12432",28222.0215205948
"12433",101927.29349238
"12434",NA
"12435",91806.6875781729
"12436",36573.4487490544
"12437",235436.497485674
"12438",48441.8888880078
"12439",73536.1890520379
"12440",NA
"12441",213761.800769377
"12442",33683.0152595711
"12443",32160.193882051
"12444",NA
"12445",NA
"12446",25845.7415524756
"12447",46944.0802298515
"12448",42519.3139605028
"12449",108215.10255291
"12450",NA
"12451",13373.0008135847
"12452",37378.0772332828
"12453",NA
"12454",NA
"12455",31185.5197424285
"12456",NA
"12457",51183.1373016289
"12458",123945.992462881
"12459",NA
"12460",14959.7162754221
"12461",66671.6329735893
"12462",37644.5100276698
"12463",23543.0969523947
"12464",24615.0511955354
"12465",14883.8740092932
"12466",26860.8100908269
"12467",41870.5652918892
"12468",31485.226711747
"12469",14709.6157998678
"12470",37000.0518382963
"12471",39667.6748440796
"12472",NA
"12473",45959.4811524136
"12474",30900.7478159902
"12475",45013.8014340219
"12476",48273.5649138453
"12477",8678.50357104493
"12478",40305.216104784
"12479",35479.6089857254
"12480",51068.3571520539
"12481",85134.4894389679
"12482",52228.7346330798
"12483",27395.7760267127
"12484",19842.3782405845
"12485",28478.8632691194
"12486",18699.2167864554
"12487",22231.3478288541
"12488",15334.8707045556
"12489",13803.1804501245
"12490",58588.2644865363
"12491",47942.486508289
"12492",100159.596924447
"12493",25791.8778031717
"12494",31667.4355065928
"12495",NA
"12496",92996.6591537346
"12497",34549.0599903998
"12498",62667.9697525545
"12499",NA
"12500",18439.1118861582
"12501",16285.6656449267
"12502",120418.003602255
"12503",25186.9344021062
"12504",48451.2741733125
"12505",37602.7586648651
"12506",17540.5124142047
"12507",11302.8030875875
"12508",61502.9490103523
"12509",32384.4450503572
"12510",NA
"12511",53391.6233638817
"12512",25159.7317932503
"12513",999158.299799632
"12514",115993.166376545
"12515",24701.3595789689
"12516",114304.400875035
"12517",41390.2742249181
"12518",45285.8680123714
"12519",NA
"12520",56642.7783999561
"12521",48902.394745362
"12522",20033.8312625628
"12523",34489.6155992154
"12524",24073.2532329045
"12525",27717.8750095112
"12526",42617.0641432629
"12527",57161.1932207028
"12528",14153.7684171186
"12529",97785.5148838488
"12530",NA
"12531",71737.6190838856
"12532",54656.5750460195
"12533",NA
"12534",NA
"12535",21331.7063212208
"12536",NA
"12537",29858.037299014
"12538",33463.679559673
"12539",NA
"12540",35703.0954975613
"12541",38743.6382579335
"12542",51131.7984393372
"12543",NA
"12544",30142.0584134291
"12545",44878.1154778298
"12546",36098.3206242141
"12547",25605.4102872908
"12548",60589.9727965004
"12549",24050.668331514
"12550",30392.8284619402
"12551",NA
"12552",45710.724645189
"12553",28640.9731988025
"12554",27047.5390545713
"12555",32281.9998945007
"12556",58304.374002998
"12557",24304.0940474584
"12558",41305.2549920473
"12559",44839.0461216845
"12560",29323.5458832638
"12561",30393.3846644011
"12562",51847.1615460608
"12563",NA
"12564",54217.9526168642
"12565",40641.8289168531
"12566",186803.048981163
"12567",40263.3981039613
"12568",42453.734846568
"12569",47074.8947335172
"12570",27035.8523494326
"12571",28570.9185391086
"12572",NA
"12573",41374.9330641321
"12574",59916.3801033633
"12575",33763.3148920432
"12576",75008.3425414277
"12577",26614.2723758773
"12578",35706.772494543
"12579",19234.6288344952
"12580",236190.081928076
"12581",47979.169869653
"12582",19696.7795063044
"12583",NA
"12584",27224.5216640443
"12585",49823.5368393747
"12586",25541.5635659801
"12587",22278.5413409093
"12588",NA
"12589",25393.9782543077
"12590",41215.7910604259
"12591",26686.1251520426
"12592",NA
"12593",10045.1233679409
"12594",18712.9198871332
"12595",11210.7364269406
"12596",28357.1977657776
"12597",18701.1079505419
"12598",NA
"12599",34608.4962917541
"12600",31016.0084922938
"12601",47690.5307255843
"12602",35417.1833409917
"12603",178355.87767681
"12604",21772.3365192683
"12605",11822.7824907992
"12606",30927.4563139417
"12607",NA
"12608",20785.8857223767
"12609",12932.2429291098
"12610",NA
"12611",35880.2728534972
"12612",89232.4084655786
"12613",31696.3827186463
"12614",93344.4424716318
"12615",21558.6324010457
"12616",26343.6928365822
"12617",11131.1145290752
"12618",33821.4213347114
"12619",8055.78486051421
"12620",98491.2634636852
"12621",31387.5399715755
"12622",76952.8059144648
"12623",14392.4440353734
"12624",48924.5834409481
"12625",45474.0691804262
"12626",NA
"12627",26653.2026336403
"12628",44821.3664315543
"12629",231873.801937979
"12630",34282.7493223881
"12631",15165.2744378751
"12632",29829.1074069298
"12633",41271.9792611146
"12634",28058.6005575996
"12635",13546.2057367552
"12636",43961.174664488
"12637",45971.9051815726
"12638",46824.5673464633
"12639",22958.9773776392
"12640",51471.5883926182
"12641",35711.0050027522
"12642",29058.8370286237
"12643",NA
"12644",18345.3927026889
"12645",13809.0285727757
"12646",68476.2500752328
"12647",27807.7432648417
"12648",26383.1975452961
"12649",73539.6608964741
"12650",55342.6711866372
"12651",34623.7889791802
"12652",40620.269520232
"12653",32287.4871939718
"12654",44406.0567678444
"12655",25979.661080365
"12656",57673.7762570789
"12657",47686.8213638839
"12658",58546.5282155943
"12659",NA
"12660",59616.8124214469
"12661",66555.0801375278
"12662",10112.003801906
"12663",31421.8650210933
"12664",13400.6061598611
"12665",17565.6211161469
"12666",87710.7322571132
"12667",NA
"12668",72211.1273081282
"12669",21254.1619756096
"12670",93083.6529473793
"12671",37946.6747215995
"12672",97744.0655230088
"12673",65867.9350311798
"12674",21826.4246586009
"12675",20214.5956168916
"12676",NA
"12677",19051.4574868085
"12678",25046.0578317503
"12679",50092.2865839763
"12680",NA
"12681",18078.0449167077
"12682",50547.9484435236
"12683",65973.8220758859
"12684",NA
"12685",36353.9822979548
"12686",29097.1469126098
"12687",36408.700044344
"12688",NA
"12689",35118.4617183558
"12690",36733.9616477302
"12691",23554.3209940004
"12692",44453.7166029307
"12693",152466.970271735
"12694",14322.461952334
"12695",22667.779590496
"12696",36320.0798280564
"12697",110164.392671727
"12698",24367.9829365007
"12699",38475.5080620786
"12700",46595.7855003029
"12701",37658.8776043289
"12702",49668.1029420167
"12703",12918.1549281863
"12704",20705.8332095557
"12705",19056.7512201152
"12706",NA
"12707",NA
"12708",27908.1238110929
"12709",85781.787305994
"12710",46822.6385442786
"12711",142934.05481965
"12712",49020.665049896
"12713",169806.81712608
"12714",44845.4154285061
"12715",25464.9569166185
"12716",14840.1913298844
"12717",52841.9246757849
"12718",NA
"12719",102454.3592682
"12720",52844.1144952707
"12721",32191.7915786358
"12722",43036.5943350336
"12723",17344.5921165572
"12724",54420.6896577629
"12725",106392.58833342
"12726",28256.322930638
"12727",93086.02192568
"12728",32314.9157990877
"12729",91827.6023885933
"12730",54899.0776993039
"12731",20461.8968549427
"12732",17403.607274863
"12733",19123.2751487441
"12734",62302.0524982439
"12735",40796.4978343422
"12736",167171.963082278
"12737",56712.092985495
"12738",46080.1314020041
"12739",46999.0222307575
"12740",22367.8813982702
"12741",27013.8111228671
"12742",31926.7661241882
"12743",45447.8545531477
"12744",59994.6752525016
"12745",33701.5048057056
"12746",8876.12808711499
"12747",29408.2682622961
"12748",30236.5905339863
"12749",50209.3869930573
"12750",38879.1092058954
"12751",20270.1513467425
"12752",93027.5606885415
"12753",17737.9059868827
"12754",53905.8236878305
"12755",12899.2901498561
"12756",86001.3439076302
"12757",172045.296753872
"12758",64834.7884109767
"12759",37941.8943767201
"12760",55831.2058506416
"12761",67098.098450514
"12762",23454.5501286721
"12763",32589.3395691284
"12764",27520.6809844195
"12765",38645.4013007065
"12766",27677.3825852812
"12767",56404.1615668331
"12768",36552.4916749096
"12769",18640.5976677339
"12770",20823.4708728396
"12771",31742.5950668234
"12772",51153.6366869802
"12773",76919.6598698187
"12774",24341.0319993566
"12775",34867.2947282239
"12776",11756.9107065526
"12777",21617.2186449258
"12778",12620.0553321771
"12779",27251.2113325799
"12780",25491.9669141575
"12781",49769.7448108709
"12782",44337.6354344424
"12783",61072.5126227176
"12784",51585.5437173775
"12785",21339.9858655409
"12786",30615.4024155532
"12787",17424.2590418999
"12788",42078.3682939147
"12789",40674.3971609093
"12790",NA
"12791",31150.0886134165
"12792",131086.657652276
"12793",124130.538122565
"12794",36427.3946783957
"12795",31720.7351001698
"12796",19968.3047253306
"12797",40450.8369636317
"12798",39803.8879158517
"12799",15731.3965564326
"12800",35175.1862202858
"12801",26670.5466160267
"12802",58645.6175499953
"12803",69039.694485348
"12804",61314.3188218197
"12805",24663.0710394842
"12806",50453.7524179976
"12807",49226.6350030728
"12808",74807.5355723088
"12809",85703.1501607933
"12810",50402.9385786043
"12811",19115.3174161511
"12812",23641.6073244553
"12813",47803.8243312307
"12814",15865.5218556185
"12815",48006.668468099
"12816",16847.7028389987
"12817",122601.781390301
"12818",88397.8981350548
"12819",96232.3177612424
"12820",20609.9694094873
"12821",92857.4170180557
"12822",111397.714809071
"12823",66188.7403058386
"12824",33520.7510319522
"12825",44640.6174450292
"12826",56300.4557967253
"12827",86431.3615563988
"12828",54869.1272746035
"12829",60220.3013215695
"12830",36101.0039164375
"12831",44215.3401687669
"12832",51652.9779610699
"12833",14925.130776982
"12834",113797.99864635
"12835",35091.09068249
"12836",71169.9787632351
"12837",80239.5949110831
"12838",18908.7425888122
"12839",75427.1938864936
"12840",36434.8173941221
"12841",16563.3228980679
"12842",26351.6579574827
"12843",141658.982385246
"12844",99360.1958926418
"12845",30179.6168447369
"12846",91791.585512838
"12847",34639.0099740187
"12848",55129.435688848
"12849",19729.4285799059
"12850",101570.43238997
"12851",77356.8812007189
"12852",17754.6896203798
"12853",43840.4540352753
"12854",17871.8378668479
"12855",42784.759403159
"12856",65149.9153104974
"12857",24296.4450045117
"12858",40673.384138813
"12859",45950.1495415719
"12860",55470.7609489375
"12861",48106.8066440558
"12862",36702.0534844144
"12863",49598.4523665033
"12864",37104.2967519694
"12865",29165.5306641568
"12866",19894.2223366817
"12867",16532.4232155222
"12868",60316.038494612
"12869",65062.4774634517
"12870",46730.5321200989
"12871",30077.5852460177
"12872",67051.0914951938
"12873",82386.0905741656
"12874",42142.8181518544
"12875",NA
"12876",81268.1651865138
"12877",78644.8349617547
"12878",53084.0631436722
"12879",51435.2357469582
"12880",24264.2749759702
"12881",34335.0343632442
"12882",24969.044183975
"12883",38431.2445555258
"12884",29476.0078047981
"12885",24407.397288717
"12886",27000.6804468261
"12887",92637.982071512
"12888",14596.6579500748
"12889",72428.598221146
"12890",59981.8856607354
"12891",16416.0124909404
"12892",2117.29693174393
"12893",52605.1996877931
"12894",49034.2098536647
"12895",75857.8000529265
"12896",30327.8140954633
"12897",32101.2006296386
"12898",17578.8523096646
"12899",14075.9596730491
"12900",37213.99105631
"12901",53360.5815606661
