"","X","sale_price","size","Address","Cities","Postal.Code","State","lon","lat","Full.Address","sqft","bath","bed","psf","Predicted.Occupancy.per.yr","ROI"
"10846",10846,849900,"4bd3ba5,150 sqft (on 1.94 acres)","809 Pound Hill Rd","North smithfield",2896,"RI",-71.5648147,41.9851725,"809 pound hill rd, north smithfield, ri 02896, usa",5150,3,4,165.03,214.9281204,NA
"10847",10847,175000,"3bd1ba1,284 sqft","7 North Dr","Portsmouth",2871,"RI",-71.2553799,41.6196223,"7 north dr, portsmouth, ri 02871, usa",1284,1,3,136.29,217.8709159,0.16993931443513
"10848",10848,624800,"3bd3ba1,850 sqft (on 0.28 acres)","57 Peace Pipe Trl","South kingstown",2879,"RI",-71.4626162,41.4755324,"57 peace pipe trail n, south kingstown, ri 02879, usa",1850,3,3,337.73,225.1082767,0.0868295369451215
"10849",10849,275000,"3bd1ba1,008 sqft","110 Enfield Ave","Providence",2908,"RI",-71.4477237,41.8466142,"110 enfield ave, providence, ri 02908, usa",1008,1,3,272.82,204.3187661,0.182122318323386
"10850",10850,479000,"5bd3ba3,007 sqft","96 McCabe Ave","Pawtucket",2861,"RI",-71.3684509,41.8941152,"96 mccabe ave, pawtucket, ri 02861, usa",3007,3,5,159.29,149.3083758,0.0600038879745745
"10851",10851,349000,"4bd2ba1,272 sqft","17 Kennedy Dr","North providence",2904,"RI",-71.4188275,41.8612245,"17 kennedy dr, north providence, ri 02904, usa",1272,2,4,274.37,181.486793,0.079603423997788
"10852",10852,575000,"4bd3ba2,385 sqft (on 2.40 acres)","214 Pound Rd","Cumberland",2864,"RI",-71.4197088,41.9716536,"214 pound rd, cumberland, ri 02864, usa",2385,3,4,241.09,260.1164493,NA
"10853",10853,749900,"4bd3ba3,020 sqft (on 1 acre)","356 Tillinghast Rd","East greenwich",2818,"RI",-71.5139023,41.632916,"356 tillinghast rd, east greenwich, ri 02818, usa",3020,3,4,248.31,151.551883,NA
"10854",10854,569900,"8bd4ba2,704 sqft","170 Baker St","Providence",2905,"RI",-71.4042659,41.7924712,"170 baker st, providence, ri 02905, usa",2704,4,8,210.76,208.2222666,0.14541579591981
"10855",10855,425000,"6bd3ba2,800 sqft","62 Branch St","Pawtucket",2860,"RI",-71.3811153,41.891439,"62 branch st, pawtucket, ri 02860, usa",2800,3,6,151.79,195.5965179,0.0663302309112786
"10856",10856,525000,"3bd1ba1,140 sqft","20 Paris St","Pawtucket",2860,"RI",-71.3854758,41.8586101,"20 paris st, pawtucket, ri 02860, usa",1140,1,3,460.53,266.9012469,NA
"10857",10857,350000,"2bd2ba1,892 sqft","3 Ponderosa Ln","Pascoag",2859,"RI",-71.77615,41.9716087,"ponderosa ln, burrillville, ri 02859, usa",1892,2,2,184.99,226.1810274,NA
"10858",10858,1100000,"3bd3ba3,200 sqft","140 Prospect St","Providence",2906,"RI",-71.4066979,41.8334029,"140 prospect st, providence, ri 02906, usa",3200,3,3,343.75,225.4842993,0.0436969410343766
"10859",10859,695000,"3bd3ba2,092 sqft (on 0.72 acres)","20 Wildflower Dr","Westerly",2891,"RI",-71.7826128,41.3465928,"20 wildflower dr, westerly, ri 02891, usa",2092,3,3,332.22,231.3395768,0.049617346289902
"10860",10860,369000,"4bd1ba1,400 sqft","291 Farmington Ave","Cranston",2920,"RI",-71.4531965,41.8045819,"291 farmington ave, cranston, ri 02920, usa",1400,1,4,263.57,195.8429749,NA
"10861",10861,569000,"4bd3ba3,164 sqft (on 7.86 acres)","8 Westbound Ct","Johnston",2919,"RI",-71.5511368,41.8451198,"8 westbound ct, johnston, ri 02919, usa",3164,3,4,179.84,220.3450821,NA
"10862",10862,449000,"8bd2ba","147 Armistice Blvd","Pawtucket",2860,"RI",-71.370608,41.879276,"147 armistice blvd, pawtucket, ri 02860, usa",NA,2,8,NA,173.9599114,0.185417022915452
"10863",10863,199900,"2bd1ba902 sqft","669 Metacom Ave","Bristol",2809,"RI",-71.2668348,41.7015875,"669 metacom ave, bristol, ri 02809, usa",902,1,2,221.62,214.4464971,NA
"10864",10864,399900,"4bd2ba2,190 sqft","52 Vervena St","Cranston",2920,"RI",-71.4677595,41.7801882,"52 vervena st, cranston, ri 02920, usa",2190,2,4,182.6,200.7785304,NA
"10865",10865,2275000,"7bd6ba4,137 sqft","41 Pelham St","Newport",2840,"RI",-71.313474,41.4859356,"41 pelham st, newport, ri 02840, usa",4137,6,7,549.92,222.9762018,0.074389244170778
"10866",10866,377500,"3bd2ba1,248 sqft","1104 Smithfield Ave","Lincoln",2865,"RI",-71.412612,41.8895111,"1104 smithfield ave, lincoln, ri 02865, usa",1248,2,3,302.48,226.8951035,NA
"10867",10867,329900,"3bd1ba1,075 sqft","84 Harris Ave","Johnston",2919,"RI",-71.4962806,41.8628442,"84 harris ave, johnston, ri 02919, usa",1075,1,3,306.88,172.8956535,NA
"10868",10868,449000,"3bd2ba1,700 sqft (on 1.70 acres)","2 Forest Way","Lincoln",2865,"RI",-71.4134933,41.9017289,"2 forest way, lincoln, ri 02865, usa",1700,2,3,264.12,219.1544762,NA
"10869",10869,215000,"2bd2ba1,400 sqft","91 Sanwood Dr","Burrillville",2830,"RI",-71.692119,41.971518,"91 sanwood dr, burrillville, ri 02830, usa",1400,2,2,153.57,185.4270674,NA
"10870",10870,374900,"4bd3ba3,006 sqft","32 Hopkins Ter","Cumberland",2864,"RI",-71.3977917,41.9088662,"32 hopkins terrace, cumberland, ri 02864, usa",3006,3,4,124.72,188.2003603,0.121484361658115
"10871",10871,359000,"3bd1ba1,708 sqft","44 Lydia Rd","Coventry",2816,"RI",-71.5579063,41.6686159,"44 lydia rd, coventry, ri 02816, usa",1708,1,3,210.19,247.0248697,NA
"10872",10872,497000,"4bd2ba1,926 sqft","27 Bowen St","Rumford",2916,"RI",-71.3529561,41.84761,"27 bowen st, rumford, ri 02916, usa",1926,2,4,258.05,204.0305507,NA
"10873",10873,415000,"3bd3ba2,145 sqft","151 Phenix Ave","West warwick",2893,"RI",-71.5208948,41.72899,"151 phenix ave, west warwick, ri 02893, usa",2145,3,3,193.47,211.6462882,NA
"10874",10874,444900,"3bd2ba1,584 sqft","41 Spadina Ave","Warwick",2889,"RI",-71.3659458,41.7150328,"41 spadina ave, warwick, ri 02889, usa",1584,2,3,280.87,212.5571969,NA
"10875",10875,799900,"4bd3ba2,700 sqft (on 3.18 acres)","535 Weaver Hill Rd","West greenwich",2817,"RI",-71.6622238,41.6521892,"535 weaver hill rd, west greenwich, ri 02817, usa",2700,3,4,296.26,151.714529,NA
"10876",10876,310000,"3bd1ba960 sqft","35 W Pontiac St","Warwick",2886,"RI",-71.4852691,41.722802,"35 w pontiac st, warwick, ri 02886, usa",960,1,3,322.92,212.437958,0.0287819168913863
"10877",10877,595000,"6bd4ba5,133 sqft (on 0.79 acres)","232 Elena St","Cranston",2920,"RI",-71.4805363,41.7871434,"232 elena st, cranston, ri 02920, usa",5133,4,6,115.92,207.3528308,0.0930474047312173
"10878",10878,345500,"4bd2ba1,604 sqft","1277 Douglas Ave","North providence",2904,"RI",-71.4484194,41.86035,"1277 douglas ave, north providence, ri 02904, usa",1604,2,4,215.4,209.6609878,NA
"10879",10879,439900,"4bd2ba1,866 sqft","40 S Pierce Rd","East greenwich",2818,"RI",-71.4673421,41.6434849,"40 s pierce rd, east greenwich, ri 02818, usa",1866,2,4,235.74,211.5765707,0.0487378021577915
"10880",10880,429000,"3bd3ba1,476 sqft","45 Nichols Rd","North kingstown",2852,"RI",-71.4687798,41.615279,"45 nichols rd, north kingstown, ri 02852, usa",1476,3,3,290.65,161.6771516,NA
"10881",10881,418900,"5bd2ba2,550 sqft","117 Toledo Ave","Warwick",2888,"RI",-71.4118131,41.74372,"117 toledo ave, warwick, ri 02888, usa",2550,2,5,164.27,209.8310596,NA
"10882",10882,319000,"3bd2ba2,212 sqft","345 Massasoit Ave","East providence",2914,"RI",-71.3665025,41.8302591,"345 massasoit ave, east providence, ri 02914, usa",2212,2,3,144.21,150.1013329,0.0574643425887787
"10883",10883,185500,"1bd1ba480 sqft (on 0.84 acres)","146 Long Entry Rd","Glocester",2814,"RI",-71.611953,41.9257263,"146 long entry rd, chepachet, ri 02814, usa",480,1,1,386.46,233.5967882,NA
"10884",10884,509900,"3bd2ba1,812 sqft (on 0.41 acres)","7 Blue Gentian Rd","Cranston",2921,"RI",-71.5159891,41.7788156,"7 blue gentian rd, cranston, ri 02921, usa",1812,2,3,281.4,156.1567646,NA
"10885",10885,379900,"3bd1ba1,606 sqft (on 0.33 acres)","11 Hillview Dr","Westerly",2891,"RI",-71.8196319,41.3945814,"11 hillview dr, westerly, ri 02891, usa",1606,1,3,236.55,213.7768672,0.105509772568668
"10886",10886,425000,"1bd1ba560 sqft","45 Ellery Ave","Middletown",2842,"RI",-71.2814878,41.490802,"45 ellery ave, middletown, ri 02842, usa",560,1,1,758.93,194.27201,0.0372299255536852
"10887",10887,949000,"5bd4ba3,561 sqft (on 0.69 acres)","1389 Hope St","Bristol",2809,"RI",-71.2808552,41.709657,"1389 hope st, bristol, ri 02809, usa",3561,4,5,266.5,231.5666212,NA
"10888",10888,399900,"6bd3ba2,985 sqft","292 Prospect St","Pawtucket",2860,"RI",-71.3755368,41.8679985,"292 prospect st, pawtucket, ri 02860, usa",2985,3,6,133.97,188.7037629,0.127170953015616
"10889",10889,299900,"2bd2ba1,065 sqft","813 Williamsburg Cir","Warwick",2886,"RI",-71.4554895,41.7182478,"813 williamsburg cir, warwick, ri 02886, usa",1065,2,2,281.6,204.9345664,NA
"10890",10890,324900,"2bd2ba1,216 sqft","4 Frontage Rd","Westerly",2891,"RI",-71.8034626,41.38937,"4 frontage rd, westerly, ri 02891, usa",1216,2,2,267.19,182.3086679,NA
"10891",10891,449000,"2bd2ba1,207 sqft","55 Massasoit Ave","Barrington",2806,"RI",-71.3092518,41.7508507,"55 massasoit ave, barrington, ri 02806, usa",1207,2,2,372,170.5673644,0.0498053447971212
"10892",10892,1950000,"5bd5ba3,242 sqft","35 2nd St","Newport",2840,"RI",-71.319552,41.4932975,"35 2nd st, newport, ri 02840, usa",3242,5,5,601.48,195.0943427,0.034724395425408
"10893",10893,650000,"3bd3ba2,094 sqft","11 Braman St","Providence",2906,"RI",-71.3957739,41.8462287,"11 braman st, providence, ri 02906, usa",2094,3,3,310.41,223.3631699,0.0586236275829483
"10894",10894,365000,"2bd2ba1,950 sqft","210 Annie St","Pawtucket",2861,"RI",-71.3522602,41.873107,"210 annie st, pawtucket, ri 02861, usa",1950,2,2,187.18,208.2036282,0.0251302096175681
"10895",10895,499900,"3bd2ba2,487 sqft (on 0.30 acres)","782-788 Main Ave","Warwick",2886,"RI",-71.449776,41.7116732,"782 main ave, warwick, ri 02886, usa",2487,2,3,201.01,233.8897441,NA
"10896",10896,399900,"6bd3ba2,088 sqft","9 Kilburn St","Cumberland",2864,"RI",-71.3935807,41.9089287,"9 kilburn st, cumberland, ri 02864, usa",2088,3,6,191.52,138.3567264,0.125590126751307
"10897",10897,576000,"8bd4ba3,236 sqft","54-60 Morris Ave","Pawtucket",2860,"RI",-71.4119377,41.8754777,"54 morris ave, pawtucket, ri 02860, usa",3236,4,8,178,216.1612958,0.108247439038559
"10898",10898,935000,"4bd3ba3,724 sqft (on 1.02 acres)","20 Moonlight Dr","Westerly",2891,"RI",-71.7736701,41.3434268,"20 moonlight dr, westerly, ri 02891, usa",3724,3,4,251.07,161.2649823,0.0304430553150588
"10899",10899,299900,"3bd2ba1,123 sqft","236 Byron Blvd","Warwick",2888,"RI",-71.4088548,41.7587126,"236 byron blvd, warwick, ri 02888, usa",1123,2,3,267.05,211.694328,0.190588424710196
"10900",10900,429900,"4bd2ba2,010 sqft","571 Pleasant Valley Pkwy","Providence",2908,"RI",-71.441601,41.835315,"571 pleasant valley pkwy, providence, ri 02908, usa",2010,2,4,213.88,194.2052869,0.0667850758994055
"10901",10901,590000,"3bd2ba2,505 sqft","20 Highview Ave","Barrington",2806,"RI",-71.3335635,41.7533558,"20 highview ave, barrington, ri 02806, usa",2505,2,3,235.53,230.3882452,NA
"10902",10902,874900,"6bd3ba3,800 sqft","241-243 Pleasant St","Providence",2906,"RI",-71.400227,41.8395445,"241 pleasant st, providence, ri 02906, usa",3800,3,6,230.24,258.6362474,0.105357142333412
"10903",10903,279900,"2bd2ba1,000 sqft","25 Sherwood St","Providence",2908,"RI",-71.4319371,41.8497984,"25 sherwood st, providence, ri 02908, usa",1000,2,2,279.9,217.1600689,0.0325856480677043
"10904",10904,339900,"3bd2ba1,601 sqft","247 Woodward Ave","East providence",2914,"RI",-71.3646468,41.8239815,"247 woodward ave, east providence, ri 02914, usa",1601,2,3,212.3,207.1023969,0.0772292698092592
"10905",10905,1495000,"4bd6ba6,167 sqft (on 3.60 acres)","170 Pheasant Run","North kingstown",2874,"RI",-71.4809073,41.5263054,"170 pheasant run, saunderstown, ri 02874, usa",6167,6,4,242.42,186.9222324,NA
"10906",10906,349900,"3bd2ba1,636 sqft","36 Greenwood St","Cranston",2910,"RI",-71.4289391,41.7808911,"36 greenwood st, cranston, ri 02910, usa",1636,2,3,213.88,222.0836476,0.0575995742164721
"10907",10907,259900,"2bd2ba1,110 sqft","26 4th Ave","Warwick",2888,"RI",-71.4089006,41.7425209,"26 4th ave, warwick, ri 02888, usa",1110,2,2,234.14,223.4995388,NA
"10908",10908,339900,"2bd3ba1,987 sqft","205 River Farm Dr","East greenwich",2818,"RI",-71.4799798,41.6340043,"205 river farm dr, east greenwich, ri 02818, usa",1987,3,2,171.06,193.6439238,NA
"10909",10909,589900,"2bd3ba2,700 sqft","3 Spyglass Cir","Hope valley",2832,"RI",-71.726515,41.495367,"3 spyglass cir, hope valley, ri 02832, usa",2700,3,2,218.48,216.558553,NA
"10910",10910,299000,"3bd1ba1,330 sqft (on 0.30 acres)","35 Post Rd","Westerly",2891,"RI",-71.802675,41.3549075,"35 post rd, westerly, ri 02891, usa",1330,1,3,224.81,213.7261037,0.0576309936899391
"10911",10911,389000,"3bd1ba1,080 sqft (on 0.33 acres)","120 Revere Ave","West warwick",2893,"RI",-71.5145747,41.6896877,"120 revere ave, west warwick, ri 02893, usa",1080,1,3,360.19,178.9142311,NA
"10912",10912,4e+05,"4bd2ba1,598 sqft (on 0.51 acres)","7 Sorel Ave","North smithfield",2896,"RI",-71.561291,42.0070883,"7 sorel ave, north smithfield, ri 02896, usa",1598,2,4,250.31,233.247271,NA
"10913",10913,495000,"8bd3ba3,123 sqft","115 Verndale Ave","Providence",2905,"RI",-71.4100144,41.7896752,"115 verndale ave, providence, ri 02905, usa",3123,3,8,158.5,189.0546081,0.170085492557007
"10914",10914,365000,"3bd2ba1,752 sqft","95 Achille St","Woonsocket",2895,"RI",-71.4877941,42.0168055,"95 achille st, woonsocket, ri 02895, usa",1752,2,3,208.33,239.2408518,0.0521086238896277
"10915",10915,549900,"3bd3ba2,448 sqft (on 0.61 acres)","20 Morningside Ct","Cranston",2921,"RI",-71.5018455,41.7463933,"20 morningside ct, cranston, ri 02921, usa",2448,3,3,224.63,227.174394,NA
"10916",10916,80000,"2bd1ba672 sqft","17 East Dr","Rumford",2916,"RI",-71.3501378,41.8573861,"17 east dr, rumford, ri 02916, usa",672,1,2,119.05,173.6325025,NA
"10917",10917,285000,"3bd2ba1,954 sqft","47 Yale Ave","Providence",2908,"RI",-71.4494398,41.8270088,"47 yale ave, providence, ri 02908, usa",1954,2,3,145.85,172.9001519,0.0474747417122902
"10918",10918,539900,"4bd4ba3,568 sqft (on 0.34 acres)","30 John F Kennedy Cir","North providence",2904,"RI",-71.4488832,41.853449,"30 john f kennedy cir, north providence, ri 02904, usa",3568,4,4,151.32,214.367703,NA
"10919",10919,349900,"3bd1ba2,698 sqft","302 W Forest Ave","Pawtucket",2860,"RI",-71.4159981,41.8691534,"302 w forest ave, pawtucket, ri 02860, usa",2698,1,3,129.69,209.4523229,0.051210763709822
"10920",10920,1200000,"3bd5ba4,332 sqft (on 7.90 acres)","151 Laten Knight Rd","Cranston",2921,"RI",-71.5270253,41.7577566,"151 laten knight rd, cranston, ri 02921, usa",4332,5,3,277.01,189.6712858,NA
"10921",10921,379000,"3bd2ba1,485 sqft (on 0.49 acres)","16 Belfort Ave","Warwick",2889,"RI",-71.4034277,41.7267564,"16 belfort ave, warwick, ri 02889, usa",1485,2,3,255.22,223.9065791,0.0700077298784127
"10922",10922,795000,"4bd4ba3,372 sqft (on 0.27 acres)","15 Bay Spring Ave","Barrington",2806,"RI",-71.3418681,41.7479481,"15 bay spring ave, barrington, ri 02806, usa",3372,4,4,235.77,183.5280916,NA
"10923",10923,314900,"2bd2ba1,148 sqft","1 Piave St","North providence",2904,"RI",-71.4183637,41.8626849,"1 piave st, north providence, ri 02904, usa",1148,2,2,274.3,212.7619758,0.0464261180273471
"10924",10924,1150000,"4bd3ba4,337 sqft (on 3 acres)","1165 South Rd","East greenwich",2818,"RI",-71.5221913,41.6044921,"1165 s rd, east greenwich, ri 02818, usa",4337,3,4,265.16,185.9793844,NA
"10925",10925,349900,"3bd1ba1,476 sqft","143 River Vue Ave","Warwick",2889,"RI",-71.3728116,41.7112187,"143 river vue ave, warwick, ri 02889, usa",1476,1,3,237.06,192.6826505,0.0925141048430394
"10926",10926,995000,"3bd2ba1,776 sqft (on 0.25 acres)","7 Kilburn St","Charlestown",2813,"RI",-71.6275053,41.3708431,"7 kilburn st, charlestown, ri 02813, usa",1776,2,3,560.25,185.2883796,0.0291666255770874
"10927",10927,499900,"2bd2ba1,620 sqft (on 0.47 acres)","14 Maple Rd","Warren",2885,"RI",-71.2306455,41.7085619,"14 maple rd, warren, ri 02885, usa",1620,2,2,308.58,191.5584898,NA
"10928",10928,874900,"4bd4ba3,035 sqft (on 2.47 acres)","3906 B Tower Hill Rd","Wakefield",2879,"RI",-71.458261,41.4711385,"3906b tower hill rd, south kingstown, ri 02879, usa",3035,4,4,288.27,222.5554673,0.0682864084846335
"10929",10929,420000,"4bd2ba1,612 sqft (on 0.33 acres)","126 Scenic Dr","Cranston",2920,"RI",-71.4736958,41.7438918,"126 scenic dr, cranston, ri 02920, usa",1612,2,4,260.55,205.6859724,NA
"10930",10930,269900,"2bd1ba1,024 sqft","125 Pleasant View Ave","Smithfield",2917,"RI",-71.5412142,41.8862526,"125 pleasant view ave, smithfield, ri 02917, usa",1024,1,2,263.57,169.1261,NA
"10931",10931,269000,"2bd2ba1,118 sqft","150 Richard St","Cranston",2910,"RI",-71.4364531,41.7732786,"150 richard st, cranston, ri 02910, usa",1118,2,2,240.61,233.8216247,NA
"10932",10932,350000,"3bd1ba1,250 sqft (on 0.26 acres)","337 Sayles Ave","Pascoag",2859,"RI",-71.7060128,41.9644232,"337 sayles ave, pascoag, ri 02859, usa",1250,1,3,280,199.4826801,NA
"10933",10933,649800,"2bd2ba1,778 sqft","80 Chickadee Ln","Wakefield",2879,"RI",-71.5975931,41.4138669,"80 chickadee ln, south kingstown, ri 02879, usa",1778,2,2,365.47,223.7338109,0.03770214264447
"10934",10934,379900,"3bd3ba1,500 sqft","23 Ayda Rose Ave","West warwick",2893,"RI",-71.51898,41.6882735,"west warwick, ri 02893, usa",1500,3,3,253.27,231.4517645,NA
"10935",10935,420000,"6bd3ba2,616 sqft","147 Prudence Ave","Providence",2909,"RI",-71.458743,41.805786,"147 prudence ave, providence, ri 02909, usa",2616,3,6,160.55,261.1861598,0.107506088975836
"10936",10936,425000,"2bd2ba1,940 sqft (on 0.26 acres)","234 Lake Dr","Glocester",2814,"RI",-71.7130108,41.9264685,"234 lake dr, chepachet, ri 02814, usa",1940,2,2,219.07,249.1297437,0.03719626975632
"10937",10937,649800,"2bd2ba1,778 sqft","80 Chickadee Ln","South kingstown",2879,"RI",-71.5975931,41.4138669,"80 chickadee ln, south kingstown, ri 02879, usa",1778,2,2,365.47,253.5876995,0.042732922591389
