"sale_price","size","name"
"$275,000","2bd1ba1,227 sqft","17 Wentworth Ave, Asheville, NC 28803LISTED 40 DAYS AGO"
"$375,000","2bd1ba1,006 sqft","120 Bartlett St, Asheville, NC 28801LISTED 42 DAYS AGO"
"$349,000","3bd2ba1,203 sqft","35 Le An Hurst Rd, Asheville, NC 28803LISTED 43 DAYS AGO"
"$355,000","2bd2ba1,466 sqft (on 0.37 acres)","81 Davidson Rd, Asheville, NC 28803LISTED 43 DAYS AGO"
"$1,695,000","4bd5ba3,868 sqft (on 0.56 acres)","14 Twinflower Trl, Asheville, NC 28804LISTED 44 DAYS AGO"
"$329,000","","99999 Haywood Rd   #22-30, Asheville, NC 28806LISTED 44 DAYS AGO"
"$250,000","","36 Cary Ln, Asheville, NC 28804LISTED 44 DAYS AGO"
"$749,900","4bd4ba2,978 sqft","6 Allen Ave, Asheville, NC 28803LISTED 40 DAYS AGO"
"$475,000","2bd2ba1,112 sqft","125 S  Lexington Ave #A204, Asheville, NC 28801LISTED 44 DAYS AGO"
"$80,000","","999999 Sand Hill Rd   #8, Asheville, NC 28806LISTED 45 DAYS AGO"
"$93,500","","Governors View Rd, Asheville, NC 28805LISTED 45 DAYS AGO"
"$143,000","","455 Governors View Rd, Asheville, NC 28805LISTED 45 DAYS AGO"
"$569,000","4bd3ba2,998 sqft (on 0.65 acres)","25 Selwyn Rd, Asheville, NC 28806LISTED 45 DAYS AGO"
"$7,490,000","6bd7ba9,570 sqft (on 1.64 acres)","23 Eastwood Rd, Asheville, NC 28803LISTED 45 DAYS AGO"
"$389,000","3bd1ba1,507 sqft","65 Liberty St, Asheville, NC 28803LISTED 45 DAYS AGO"
"$1,099,000","5bd4ba3,090 sqft (on 0.66 acres)","39 Village Pointe Ln, Asheville, NC 28803LISTED 52 DAYS AGO"
"$473,185","3bd3ba1,528 sqft","56 Mayday St, Asheville, NC 28806LISTED 46 DAYS AGO"
"","","31 Sweet Fern Pkwy #42, Asheville, NC 28804LISTED 46 DAYS AGO"
"$795,000","4bd5ba3,436 sqft (on 0.74 acres)","102 Galloway Dr, Asheville, NC 28803LISTED 46 DAYS AGO"
"$359,999","3bd2ba1,616 sqft (on 0.35 acres)","170 Birch Ln, Arden, NC 28704LISTED 2 DAYS AGO"
"$699,000","","Lots 8 9 & 10 Eagle Ridge Trl, Asheville, NC 28803LISTED 47 DAYS AGO"
"$2,975,000","5bd8ba6,903 sqft (on 2.41 acres)","18 Cedar Hill Dr, Asheville, NC 28803LISTED 47 DAYS AGO"
"$399,900","3bd1ba998 sqft","19 Erskine Ave, Asheville, NC 28801"
"$980,000","4bd4ba2,873 sqft","7 Ravenna St, Asheville, NC 28803"
"$725,000","3bd2ba1,732 sqft","9 Harvard Pl, Asheville, NC 28806"
"$599,900","3bd3ba2,204 sqft (on 1.03 acres)","120 Mill Rd, Asheville, NC 28805"
"$99,000","","201 Patriots Dr   #1, Asheville, NC 28805"
"$429,000","","55 Bartrams Walk Dr   #7, Asheville, NC 28804"
"$349,900","3bd2ba1,348 sqft","6 Allison Ct, Asheville, NC 28805"
"$355,000","3bd2ba1,493 sqft (on 0.32 acres)","127 Wicklow Dr, Asheville, NC 28806"
"$325,000","Studio1ba537 sqft","218 Bowling Park Rd, Asheville, NC 28803"
"$1,590,000","3bd4ba2,902 sqft (on 0.54 acres)","127 N  Griffing Blvd, Asheville, NC 28804"
"$129,900","","179 Louisiana Ave  #2, Asheville, NC 28806"
"$375,000","3bd3ba1,838 sqft","601 Woodfield Dr, Asheville, NC 28803"
"$539,900","1bd1ba914 sqft","12 S  Lexington Ave #204, Asheville, NC 28801"
"$340,000","2bd2ba972 sqft (on 0.54 acres)","117 Lower Grassy Branch Rd, Asheville, NC 28805"
"$84,900","","999 Lower Grassy Branch Rd, Asheville, NC 28805"
"$79,900","","Lower Grassy Branch Rd, Asheville, NC 28805"
"$499,650","3bd2ba2,990 sqft (on 0.36 acres)","93 Oakland Rd, Asheville, NC 28801"
"$975,000","3bd5ba3,616 sqft (on 1.88 acres)","5 Meadow Ridge Dr, Asheville, NC 28804"
"$550,000","3bd2ba1,364 sqft","415 Bowling Park Rd, Asheville, NC 28803"
"$1,795,000","3bd4ba3,653 sqft (on 0.70 acres)","145 Ventana Dr, Asheville, NC 28804"
"$500,000","","11 Cedar Hill Dr, Asheville, NC 28803"
"$275,000","3bd2ba1,388 sqft (on 0.68 acres)","110 Rocky Road Dr, Asheville, NC 28806"
"$1,999,999","6bd8ba5,829 sqft (on 2.25 acres)","105 Wandering Oaks Way, Asheville, NC 28805"
"$375,000","3bd2ba1,675 sqft (on 0.48 acres)","75 Raleigh Rd, Asheville, NC 28803"
"$451,000","3bd4ba2,380 sqft (on 0.34 acres)","106 Smith Graveyard Rd, Asheville, NC 28806"
"$230,000","","99999 Bob Barnwell Rd, Asheville, NC 28803"
"$875,000","2bd3ba1,756 sqft","21 Haywood St #2C, Asheville, NC 28801"
"$150,000","","99999 Stewart St, Asheville, NC 28806"
"$425,000","3bd1ba900 sqft","25 Edgehill Ave, Asheville, NC 28801"
"$375,000","3bd2ba1,430 sqft (on 0.31 acres)","120 Pinecroft Rd, Asheville, NC 28804"
"$650,000","","Cedar Hill Dr   #6, Asheville, NC 28803"
"$439,000","","430 Pearson Dr, Asheville, NC 28801"
"$225,000","","755 Old Brevard Rd   #14/15, Asheville, NC 28806"
"$450,000","1bd1ba556 sqft","145 Biltmore Ave #101, Asheville, NC 28801"
"$499,000","3bd3ba1,962 sqft","141 Louisiana Ave, Asheville, NC 28806"
"$1,995,000","4bd3ba2,797 sqft","411 Charlotte St, Asheville, NC 28801"
"$469,000","2bd2ba1,012 sqft","406 Bowling Park Rd #406, Asheville, NC 28803"
"$179,000","","128 Riverbend Forest Dr   #24, Asheville, NC 28805"
"$199,111","","99999 Bassett Rd, Asheville, NC 28804"
"$1,250,000","6bd6ba3,481 sqft (on 1.92 acres)","311 Vanderbilt Rd, Asheville, NC 28803"
"$1,325,000","4bd5ba4,224 sqft (on 1.24 acres)","211 S  Plains Dr, Asheville, NC 28803LISTED 69 DAYS AGO"
"$585,000","3bd3ba1,737 sqft","20 Loblolly Ln, Asheville, NC 28803LISTED 65 DAYS AGO"
"$585,000","3bd3ba1,693 sqft","22 Loblolly Ln, Asheville, NC 28803LISTED 65 DAYS AGO"
"$175,000","","56 Boulder Creek Way  #7, Asheville, NC 28805LISTED 65 DAYS AGO"
"$429,000","2bd1ba1,231 sqft","203 Brevard Rd, Asheville, NC 28806LISTED 65 DAYS AGO"
"$549,000","3bd3ba3,213 sqft (on 1.22 acres)","132 Royal Pines Dr, Arden, NC 28704LISTED 65 DAYS AGO"
"$4,250,000","3bd5ba3,751 sqft (on 2.70 acres)","65 Kalmia Dr, Asheville, NC 28804LISTED 65 DAYS AGO"
"$175,000","","99999 Stockbridge Pl   #2, Asheville, NC 28805LISTED 66 DAYS AGO"
"$95,000","","99999 W  Oakview Rd   #A, Asheville, NC 28806LISTED 66 DAYS AGO"
"$270,000","1bd1ba702 sqft (on 0.27 acres)","14 Jeffress Ave, Asheville, NC 28803LISTED 66 DAYS AGO"
"$421,990","4bd3ba1,995 sqft (on 0.34 acres)","757 Fountain Park Blvd, Asheville, NC 28806LISTED 54 DAYS AGO"
"$286,000","","27 Majestic Oak Cir, Asheville, NC 28805LISTED 67 DAYS AGO"
"$1,299,000","3bd3ba2,021 sqft (on 0.30 acres)","12 Crossvine Aly, Asheville, NC 28804LISTED 72 DAYS AGO"
"$599,000","4bd3ba2,436 sqft (on 0.27 acres)","29 Wyntree Dr, Asheville, NC 28803LISTED 67 DAYS AGO"
"$625,000","5bd2ba2,740 sqft (on 0.31 acres)","232 Bear Creek Rd, Asheville, NC 28806LISTED 67 DAYS AGO"
"$398,000","2bd1ba554 sqft","3 N  Delano Rd, Asheville, NC 28805LISTED 76 DAYS AGO"
"$400,000","","52 Trail Top Dr, Asheville, NC 28805LISTED 68 DAYS AGO"
"$385,000","3bd1ba1,298 sqft (on 0.25 acres)","53 Merion Dr, Asheville, NC 28806LISTED 68 DAYS AGO"
"$530,000","3bd3ba2,337 sqft (on 0.35 acres)","17 Drake St, Asheville, NC 28806LISTED 69 DAYS AGO"
"$1,725,000","5bd3ba4,461 sqft (on 2.10 acres)","122 Overlook Rd, Asheville, NC 28803LISTED 69 DAYS AGO"
"$665,000","4bd2ba2,352 sqft (on 0.43 acres)","13 Oakwilde Dr, Asheville, NC 28803LISTED 70 DAYS AGO"
"$565,000","3bd2ba2,220 sqft (on 0.67 acres)","39 Cedar Mountain Rd, Asheville, NC 28803LISTED 71 DAYS AGO"
"$419,990","4bd3ba1,995 sqft","765 Fountain Park Blvd, Asheville, NC 28806LISTED 6 DAYS AGO"
"$125,000","","59 Shelburne Woods Dr, Asheville, NC 28806LISTED 71 DAYS AGO"
"$940,000","3bd3ba3,818 sqft","64 Stony Rdg, Asheville, NC 28804LISTED 74 DAYS AGO"
"$500,000","","579 Elk Mountain Scenic Hwy  #7, Asheville, NC 28804LISTED 72 DAYS AGO"
"$1,525,000","4bd5ba4,126 sqft (on 0.31 acres)","3 Fairmont Rd, Asheville, NC 28804LISTED 86 DAYS AGO"
"$370,000","2bd1ba1,057 sqft","23 Jarrett St, Asheville, NC 28806LISTED 73 DAYS AGO"
"$459,000","2bd2ba996 sqft","34 New Jersey Ave, Asheville, NC 28806LISTED 73 DAYS AGO"
"$375,000","3bd2ba1,776 sqft","540 Crowfields Ln, Asheville, NC 28803LISTED 74 DAYS AGO"
"$809,500","4bd4ba2,105 sqft","18 Macallan Ln, Asheville, NC 28805LISTED 75 DAYS AGO"
"$430,000","3bd2ba1,571 sqft (on 0.42 acres)","65 Overlook Rd, Asheville, NC 28803LISTED 75 DAYS AGO"
"$409,000","3bd2ba1,456 sqft (on 0.36 acres)","15 W  Baird Mountain Rd, Asheville, NC 28804LISTED 75 DAYS AGO"
"$664,000","2bd1ba2,400 sqft (on 0.63 acres)","957 Riverside Dr, Asheville, NC 28804LISTED 76 DAYS AGO"
"$3,400,000","4bd4ba3,481 sqft (on 4.30 acres)","251 Serenity Ridge Trl, Asheville, NC 28804LISTED 76 DAYS AGO"
"$259,500","2bd1ba750 sqft","115 Mimosa Dr, Asheville, NC 28806LISTED 76 DAYS AGO"
"$866,775","4bd4ba3,562 sqft (on 0.62 acres)","33 Patton Pl   #33, Asheville, NC 28805LISTED 77 DAYS AGO"
"$750,000","2bd2ba1,250 sqft (on 1.72 acres)","124 Rock Hill Rd, Asheville, NC 28803LISTED 77 DAYS AGO"
"$110,000","","197 Starling Pass, Asheville, NC 28804LISTED 78 DAYS AGO"
"$549,900","4bd3ba1,855 sqft","15 Concord Pl, Asheville, NC 28803LISTED 79 DAYS AGO"
"$320,000","3bd2ba2,160 sqft (on 0.71 acres)","29 Shope Creek Estates Dr, Asheville, NC 28805"
"$365,000","1bd1ba697 sqft","18 Brook St #203, Asheville, NC 28803"
"$725,000","4bd4ba3,158 sqft (on 0.65 acres)","17 Laurel Summit Dr, Asheville, NC 28803"
"$1,950,000","5bd6ba5,978 sqft (on 0.52 acres)","598 Old Toll Rd, Asheville, NC 28804"
"$1,250,000","4bd4ba2,619 sqft (on 0.82 acres)","17 Faulkner Ave, Asheville, NC 28805"
"$75,000","","92 Chimney Crest Dr, Asheville, NC 28806"
"$1,350,000","4bd4ba3,343 sqft (on 0.48 acres)","200 Cherokee Rd, Asheville, NC 28804"
"$50,000","","Elkwood Ave, Asheville, NC 28804"
"$699,900","3bd3ba1,595 sqft","6 Reynolds Rd, Asheville, NC 28806"
"$599,000","3bd1ba1,591 sqft (on 1.65 acres)","15 Woodbine Rd, Asheville, NC 28804"
"$2,200,000","3bd3ba3,069 sqft (on 0.76 acres)","85 Emerald Necklace Dr   #412, Asheville, NC 28803"
"$279,000","2bd1ba780 sqft","2135 Hendersonville Rd, Arden, NC 28704"
"$750,000","","38 Flourish Farm Ln, Asheville, NC 28806"
"$528,000","3bd2ba2,015 sqft (on 0.34 acres)","28 Independence Blvd, Asheville, NC 28805"
"$625,000","Studio2,604 sqft (on 4.36 acres)","11 Hazelnut Dr, Asheville, NC 28806"
"$809,500","4bd4ba2,105 sqft","20 Macallan Ln, Asheville, NC 28805"
"$760,000","2bd3ba2,240 sqft","2400 Timber Pl, Asheville, NC 28804"
"$1,199,000","3bd4ba3,776 sqft (on 0.79 acres)","126 Galloway Dr, Asheville, NC 28803"
"$3,500,000","","32 Hounds Ear Dr, Asheville, NC 28806"
"$452,000","","493 Kimberly Ave  #1, Asheville, NC 28804"
"$419,400","5bd3ba2,949 sqft (on 0.75 acres)","70 Unaka Ave, Asheville, NC 28803"
"$89,900","","24 Starling Pass, Asheville, NC 28804"
"$385,000","","12 Parkland Grv  #97/97A, Asheville, NC 28805"
"$279,900","","Pisgah view Rd, Asheville, NC 28806"
"$355,000","2bd2ba1,166 sqft","51 Ben Lippen Rd, Asheville, NC 28806"
"$539,000","3bd2ba1,790 sqft (on 0.40 acres)","37 Pine Spring Dr, Asheville, NC 28805"
"$285,000","","9 Vincennes Ct   #31, Asheville, NC 28804"
"$315,000","2bd1ba1,209 sqft (on 0.74 acres)","86 20th St, Asheville, NC 28806"
"$545,000","5bd4ba2,331 sqft","215 E  Oakview Rd, Asheville, NC 28806"
"$1,000,000","3bd3ba2,400 sqft (on 5.19 acres)","330 Gorman Bridge Rd   #A, Asheville, NC 28806"
"$600,000","2bd3ba","24 Cuddly Rd, Asheville, NC 28805"
"$2,150,000","4bd4ba3,538 sqft","53 Macon Ave, Asheville, NC 28801"
"$950,000","3bd5ba4,114 sqft (on 2.55 acres)","289 Independence Blvd, Asheville, NC 28805"
"$165,000","","Grandiflora Path #5C, Asheville, NC 28803"
"$550,000","4bd2ba2,232 sqft","6 Vineyard Pl, Asheville City, NC 28804"
"$445,000","2bd1ba1,057 sqft (on 0.30 acres)","2 Newbern Ave, Asheville, NC 28803"
"$380,000","1bd1ba762 sqft","230 Bowling Park Rd, Asheville, NC 28803"
"$550,000","4bd4ba2,600 sqft (on 0.66 acres)","6 Echo Ln, Asheville, NC 28806"
"$399,990","","99999 Mill Rd, Asheville, NC 28805"
"$269,000","3bd2ba1,312 sqft (on 0.28 acres)","3 Cole St, Asheville, NC 28803"
"$295,000","3bd2ba1,370 sqft (on 0.28 acres)","208 London Rd   #5, Asheville, NC 28803LISTED 43 DAYS AGO"
"$797,000","3bd3ba2,063 sqft (on 0.89 acres)","114 Daybreak Ln, Asheville, NC 28805LISTED 101 DAYS AGO"
"$1,390,000","6bd7ba5,909 sqft (on 0.88 acres)","7 Oxford Ct, Asheville, NC 28804LISTED 6 DAYS AGO"
"$525,000","","99999 Lynn Cove Rd, Asheville, NC 28804LISTED 101 DAYS AGO"
"$406,648","3bd3ba1,366 sqft","233 Rockrose Ct, Asheville, NC 28803LISTED 103 DAYS AGO"
"$393,740","3bd3ba1,382 sqft","241 Rockrose Ct, Asheville, NC 28803LISTED 104 DAYS AGO"
"$405,020","3bd3ba1,630 sqft","237 Rockrose Ct, Asheville, NC 28803LISTED 103 DAYS AGO"
"$325,000","","140 Upperfell Ct   #708, Asheville, NC 28803LISTED 103 DAYS AGO"
"$3,900,000","5bd8ba9,481 sqft (on 3.20 acres)","99 Crestridge Dr, Asheville, NC 28803LISTED 104 DAYS AGO"
"$230,000","","146 Summit Tower Cir, Asheville, NC 28804LISTED 103 DAYS AGO"
"$795,000","3bd2ba1,392 sqft (on 3.79 acres)","15 Keenan Rd, Asheville, NC 28805LISTED 105 DAYS AGO"
"$790,000","3bd3ba2,632 sqft","62 Chimney Crest Dr, Asheville, NC 28806LISTED 105 DAYS AGO"
"$587,000","","999 Woodhaven Rd, Asheville, NC 28805LISTED 107 DAYS AGO"
"$700,000","","243 Ramble Way  #348, Asheville, NC 28803LISTED 107 DAYS AGO"
"$725,000","","251 Ramble Way  #347, Asheville, NC 28803LISTED 107 DAYS AGO"
"$585,000","","227 Ramble Way  #349, Asheville, NC 28803LISTED 107 DAYS AGO"
"$625,000","","232 Ramble Way  #355, Asheville, NC 28803LISTED 104 DAYS AGO"
"$485,000","","320 Bell Isle Way  #283, Asheville, NC 28803LISTED 107 DAYS AGO"
"$510,000","","348 Bell Isle Way  #287, Asheville, NC 28803LISTED 107 DAYS AGO"
"$495,000","","312 Bell Isle Way  #282, Asheville, NC 28803LISTED 107 DAYS AGO"
"$520,000","","333 Bell Isle Way  #280, Asheville, NC 28803LISTED 107 DAYS AGO"
"$450,000","3bd3ba2,792 sqft","460 Crowfields Dr, Asheville, NC 28803LISTED 107 DAYS AGO"
"$299,000","3bd2ba1,594 sqft (on 0.32 acres)","115 Hanover St, Asheville, NC 28806LISTED 106 DAYS AGO"
"$1,575,000","4bd5ba3,457 sqft (on 1.15 acres)","4 Fairway Pl, Asheville, NC 28803LISTED 114 DAYS AGO"
"$2,995,000","4bd6ba7,828 sqft (on 1.67 acres)","8 Hemlock Rd, Asheville, NC 28803LISTED 107 DAYS AGO"
"$1,600,000","4bd3ba3,817 sqft (on 1.08 acres)","15 Bent Tree Rd, Asheville, NC 28804LISTED 107 DAYS AGO"
"$425,000","1bd1ba633 sqft","12 S  Lexington Ave #401, Asheville, NC 28801LISTED 109 DAYS AGO"
"$385,000","","214 Robinhood Rd, Asheville, NC 28804LISTED 108 DAYS AGO"
"$1,100,000","4bd4ba3,052 sqft","138 S  French Broad Ave, Asheville, NC 28801LISTED 107 DAYS AGO"
"$359,000","3bd3ba1,350 sqft","22 Westmore Dr, Asheville, NC 28806LISTED 108 DAYS AGO"
"$145,000","","99999 Mercy Ridge Rd   #54, Asheville, NC 28804LISTED 109 DAYS AGO"
"$2,700,000","11bd12ba6,427 sqft (on 0.60 acres)","46 Cumberland Cir, Asheville, NC 28801LISTED 45 DAYS AGO"
"$619,900","3bd3ba1,640 sqft","12 Tahkieostie Trl, Asheville, NC 28806LISTED 109 DAYS AGO"
"$3,495,000","5bd7ba7,438 sqft (on 1.11 acres)","32 Ramble Way, Asheville, NC 28803LISTED 110 DAYS AGO"
"$540,000","","99999 N  Bear Creek Rd, Asheville, NC 28806LISTED 110 DAYS AGO"
"$225,000","","99999 Merrills Chase Rd, Asheville, NC 28803LISTED 80 DAYS AGO"
"$1,250,000","3bd4ba2,645 sqft (on 1.52 acres)","600 Old Toll Rd, Asheville, NC 28804LISTED 118 DAYS AGO"
"$435,000","3bd3ba1,773 sqft","305 Piney Mountain Dr #Q2, Asheville, NC 28805LISTED 114 DAYS AGO"
"$316,000","","7 Magnolia View Trl, Asheville, NC 28804LISTED 114 DAYS AGO"
"$720,000","4bd4ba2,061 sqft","111 White Ash Dr E, Asheville, NC 28803LISTED 115 DAYS AGO"
"$275,000","","99999-2 Browntown Rd, Asheville, NC 28803"
"$1,750,000","8bd6ba5,348 sqft (on 3.19 acres)","103 Weaverville Rd, Asheville, NC 28804"
"$349,000","","99999 Stonecrest Dr   #B, Asheville, NC 28803"
"$349,000","","99999 Stonecrest Dr   #A, Asheville, NC 28803"
"$1,399,500","4bd4ba3,565 sqft (on 0.31 acres)","42 Chimney Crest Dr, Asheville, NC 28806"
"$224,900","1bd1ba336 sqft","26 Broadview Ave, Asheville, NC 28803"
"$195,000","","99999 Pinners Cove Rd, Asheville, NC 28803"
"$165,000","","44 Giffords Ln   #17, Asheville, NC 28803"
"$250,000","","99999 Edgar St, Asheville, NC 28806"
"$150,000","","9999 Starnes Cove Rd, Asheville, NC 28806"
"$545,355","3bd3ba1,904 sqft","50 Mayday St   #14, Asheville, NC 28806"
"$319,000","2bd2ba1,195 sqft","206 Abbey Cir, Asheville, NC 28805"
"$829,900","2bd2ba1,909 sqft","21 Battery Park Ave #406, Asheville, NC 28801"
"$439,890","4bd3ba1,995 sqft","46 Hamrick Dr   #11, Candler, NC 28715"
"$420,000","3bd2ba1,248 sqft","4 Overlook Pl   #5, Asheville, NC 28803"
"$420,000","3bd2ba1,248 sqft","8 Overlook Pl   #4, Asheville, NC 28803"
"$420,000","3bd2ba1,248 sqft","14 Overlook Pl   #1, Asheville, NC 28803"
"$420,000","3bd2ba1,248 sqft (on 0.29 acres)","105 Round Table Trl  #6, Asheville, NC 28803"
"$480,000","4bd3ba2,496 sqft","10 Overlook Pl   #2, Asheville, NC 28803"
"$420,000","3bd2ba1,248 sqft (on 0.29 acres)","109 Round Table Trl  #7, Asheville, NC 28803"
"$2,199,000","4bd4ba4,568 sqft (on 6.39 acres)","112 Big Spring Dr, Asheville, NC 28804"
"$457,900","3bd3ba1,528 sqft","16 Cane St   #4, Asheville, NC 28806"
"$300,000","3bd1ba1,218 sqft (on 1.11 acres)","20 Kenwood St, Asheville, NC 28806"
"$399,900","","50 Emerald Necklace Dr, Asheville, NC 28803"
"$664,900","4bd4ba3,119 sqft (on 0.54 acres)","7 Glen Cable Rd, Asheville, NC 28805"
"$625,000","","32 Mirehouse Run, Asheville, NC 28803"
"$159,000","","133 Riverbend Forest Dr   #2, Asheville, NC 28805"
"$440,000","","86 Bartrams Walk Dr   #14, Asheville, NC 28804"
"$265,000","2bd1ba1,029 sqft","2 Oteen Park Pl, Asheville, NC 28805"
"$2,848,000","4bd6ba4,552 sqft (on 0.45 acres)","236 Kelmscott Ln   #606, Asheville, NC 28803"
"$1,150,000","1bd1ba614 sqft (on 4.30 acres)","225 Emma Rd, Asheville, NC 28806"
"$2,995,000","4bd4ba5,240 sqft (on 2.01 acres)","418 Coopers Hawk Dr, Asheville, NC 28803"
"$388,730","3bd3ba1,329 sqft","245 Rockrose Ct, Asheville, NC 28803"
"$114,000","","25 Acadia Dr, Asheville, NC 28806"
"$660,000","","811 Elk Mountain Scenic Hwy, Asheville, NC 28804"
"$500,000","1bd1ba660 sqft (on 1.03 acres)","8 Bee Hive Ln, Asheville, NC 28803"
"$119,000","","326 Emma Rd, Asheville, NC 28806"
"$334,900","4bd3ba1,598 sqft","78 Hanover St, Asheville, NC 28806"
"$9,995,000","","99999 Mariposa Way, Asheville, NC 28806"
"$995,000","3bd1ba1,482 sqft (on 1 acre)","342 Short Michigan Ave, Asheville, NC 28806"
"$115,000","","31 Bent Branch Ln, Asheville, NC 28804LISTED 142 DAYS AGO"
"$690,000","4bd3ba2,478 sqft","184 Aurora Dr, Asheville, NC 28805LISTED 143 DAYS AGO"
"$625,000","","99999 Dingle Creek Ln, Asheville, NC 28803LISTED 143 DAYS AGO"
"$475,000","4bd2ba1,500 sqft","59 Branning St, Asheville, NC 28806LISTED 145 DAYS AGO"
"$585,000","4bd2ba1,500 sqft (on 0.25 acres)","59 & 61 Branning St, Asheville, NC 28806LISTED 145 DAYS AGO"
"$99,900","","35 Alta Citta Ln   #39, Asheville, NC 28804LISTED 145 DAYS AGO"
"$105,000","","34 & 40 Wind Stone Dr   #6 & 7, Asheville, NC 28804LISTED 145 DAYS AGO"
"$949,500","","76 Villa Nova Dr, Asheville, NC 28804LISTED 148 DAYS AGO"
"$2,125,000","","99999 Goodman Rd, Asheville, NC 28804LISTED 149 DAYS AGO"
"$425,000","2bd2ba2,034 sqft (on 1.25 acres)","22 Spreading Oak Ln, Asheville, NC 28806LISTED 149 DAYS AGO"
"$425,000","2bd3ba1,344 sqft (on 0.32 acres)","8 Deanwood Cir, Asheville, NC 28803LISTED 151 DAYS AGO"
"$450,000","3bd3ba1,400 sqft","10 Chapel Park Rd   #2, Asheville, NC 28803LISTED 152 DAYS AGO"
"$360,000","","Edgewood Rd, Asheville, NC 28804LISTED 152 DAYS AGO"
"$365,000","","158 Upperfell Ct, Asheville, NC 28803LISTED 153 DAYS AGO"
"$365,000","","158 Upperfell Ct   #712, Asheville, NC 28803LISTED 153 DAYS AGO"
"$600,000","3bd3ba2,675 sqft (on 0.58 acres)","134 Eastmoor Dr, Asheville, NC 28805LISTED 153 DAYS AGO"
"$170,500","","99999 Acadia Dr   #V-66, Asheville, NC 28806LISTED 156 DAYS AGO"
"$99,000","","41 Verde Dr   #V-46, Asheville, NC 28806LISTED 156 DAYS AGO"
"$160,000","","88 Village Pointe Ln, Asheville, NC 28803LISTED 156 DAYS AGO"
"$1,695,000","","89 White Oak Gap Rd, Asheville, NC 28803LISTED 156 DAYS AGO"
"$105,000","","7 Bent Branch Ln, Asheville, NC 28804LISTED 158 DAYS AGO"
"$690,000","","99999 Racquet Club Rd, Asheville, NC 28803LISTED 157 DAYS AGO"
"$250,000","","58 Flora Rose Trl, Asheville, NC 28803LISTED 158 DAYS AGO"
"$549,000","","735 Olivette Rd, Asheville, NC 28804LISTED 163 DAYS AGO"
"$255,000","","523 Wilma Dykeman Trl  #82, Asheville, NC 28804LISTED 163 DAYS AGO"
"$125,000","","99999 Highland Grove Rd   #9, Asheville, NC 28806LISTED 165 DAYS AGO"
"$350,000","","9999-6 Merrills Ridge Rd, Asheville, NC 28803LISTED 165 DAYS AGO"
"$405,000","4bd2ba1,476 sqft (on 0.33 acres)","13 Melody Ln, Asheville, NC 28803LISTED 167 DAYS AGO"
"$490,000","3bd3ba2,101 sqft (on 0.25 acres)","36 Climbing Aster Way, Asheville, NC 28806LISTED 167 DAYS AGO"
"$80,000","","11 Falcon Crest Dr   #1-4-1R, Asheville, NC 28803LISTED 167 DAYS AGO"
"$195,000","2bd1ba1,017 sqft (on 0.76 acres)","405 Deaverview Rd, Asheville, NC 28806LISTED 167 DAYS AGO"
"$350,000","","111 Addison Ct, Asheville, NC 28806LISTED 169 DAYS AGO"
"$199,000","","20 Riverlink Ln, Asheville, NC 28806LISTED 167 DAYS AGO"
"$1,010,000","3bd2ba2,223 sqft (on 0.35 acres)","46 Ashe Park Cir, Asheville, NC 28806LISTED 172 DAYS AGO"
"$805,000","3bd3ba1,943 sqft (on 0.26 acres)","22 Ashe Park Cir, Asheville, NC 28806LISTED 172 DAYS AGO"
"$375,000","","4 Brookridge Ln   #48, Asheville, NC 28805LISTED 174 DAYS AGO"
"$229,900","","38 Samuel Ashe Dr   #1, Asheville, NC 28805LISTED 174 DAYS AGO"
"$899,999","3bd2ba2,400 sqft","60 Haywood St #4A, Asheville, NC 28801LISTED 174 DAYS AGO"
"$89,000","","37 Summersweet Ln   #10, Asheville, NC 28803LISTED 176 DAYS AGO"
"$149,900","","153 State St   #B, Asheville, NC 28806LISTED 174 DAYS AGO"
"$275,000","","99999 Merritt Park Ln, Asheville, NC 28801LISTED 175 DAYS AGO"
"$998,000","2bd2ba1,331 sqft","84 W  Walnut St   #603, Asheville, NC 28801LISTED 177 DAYS AGO"
"$335,000","","1645 Patton Ave, Asheville, NC 28806LISTED 177 DAYS AGO"
"$169,000","","99999 Waxwing Way  #17, Asheville, NC 28804LISTED 178 DAYS AGO"
"$50,000","","99999 Deaver Park Cir  #18, Asheville, NC 28806LISTED 178 DAYS AGO"
"$345,000","","999 Wembley Rd   #328, Asheville, NC 28804LISTED 179 DAYS AGO"
"$300,000","","69 Pinchot Forest Dr, Asheville, NC 28803LISTED 180+ DAYS AGO"
"$163,000","","55 Ben Lippen School Rd   #3, Asheville, NC 28806LISTED 180+ DAYS AGO"
"$118,000","","62 Destination Dr   #71, Asheville, NC 28806LISTED 180+ DAYS AGO"
"$124,000","","72 Destination Dr   #70, Asheville, NC 28806LISTED 180+ DAYS AGO"
"$120,000","","80 Destination Dr   #69, Asheville, NC 28806LISTED 180+ DAYS AGO"
"$175,000","","45 Chimney Crest Dr   #27, Asheville, NC 28806LISTED 180+ DAYS AGO"
"$145,000","","41 Chimney Crest Dr   #26, Asheville, NC 28806LISTED 180+ DAYS AGO"
"$2,400,000","4bd6ba6,366 sqft (on 2.55 acres)","78 Crestridge Dr, Asheville, NC 28803LISTED 180+ DAYS AGO"
"$175,000","","70 Curve St, Asheville, NC 28801LISTED 180+ DAYS AGO"
