sale_price,size,Address,Cities,Postal.Code,State
"$749,000 ","4bd2ba1,598 sqft (on 0.53 acres)",830 S Harlan St, Lakewood,80226, CO
"$210,000 ",2bd2ba800 sqft,5702 N Central Park Boulevard Unit 114, Denver,80238, CO
"$210,000 ",2bd2ba800 sqft,5702 N Central Park Boulevard Unit 307, Denver,80238, CO
"$210,000 ",2bd2ba800 sqft,5702 N Central Park Boulevard Unit 224, Denver,80238, CO
"$2,450,000 ","2bd3ba2,914 sqft",2500 E Cherry Creek South Dr, Denver,80209, CO
"$500,000 ","3bd2ba1,718 sqft",563 S Macon Court, Aurora,80012, CO
"$530,000 ","3bd3ba1,784 sqft",12750 Dahlia Way, Thornton,80241, CO
"$1,199,000 ","3bd3ba3,382 sqft",1108 Race Street, Denver,80206, CO
"$554,900+","3bd3ba1,583 sqft",Plan 502 in Green Gables Townhomes : The Lakeside Collection, Denver,80227, CO
"$990,000 ","3bd3ba2,135 sqft",410 Acoma Street Unit 320, Denver,80204, CO
"$69,900 ",2bd1ba784 sqft,2550 W 96th Avenue Lot 317, Federal Heights,80260, CO
"$610,000 ","2bd3ba2,455 sqft",2657 S Johnson Circle, Lakewood,80227, CO
"$509,990 ","3bd3ba1,608 sqft",6613 N Cathay Street, Denver,80249, CO
"$5,000,000 ","6bd7ba7,260 sqft",2464 S Adams Street, Denver,80210, CO
"$841,000+","3bd3ba2,539 sqft",Lodgepole Plan in Silver Leaf, Littleton,80127, CO
"$429,000 ","3bd2ba1,195 sqft",4599 Frankfort Way, Denver,80239, CO
"$375,000 ",1bd1ba760 sqft,2374 S University Boulevard Unit 308, Denver,80210, CO
"$79,900 ",3bd1ba784 sqft,9400 Elm Court Lot 658c, Federal Heights,80260, CO
"$700,000 ","4bd2ba2,043 sqft (on 0.25 acres)",3005 Upham Court, Wheat Ridge,80033, CO
"$641,000+","3bd3ba2,055 sqft",4620 Plan in Arras Park, Denver,80229, CO
"$682,900+","2bd2ba1,618 sqft",The Ponderosa Plan in Deer Creek, Littleton,80127, CO
"$727,950+","3bd4ba2,621 sqft",Powell Plan in The Gallery at Reunion, Commerce City,80022, CO
"$350,000 ","2bd2ba1,100 sqft",1693 Carr Street Unit D, Lakewood,80214, CO
"$1,595,000 ","4bd5ba3,230 sqft",3924 Stuart, Denver,80212, CO
"$999,000 ","2bd3ba1,848 sqft",2001 Lincoln Street Unit 1011, Denver,80202, CO
"$441,000+","3bd3ba1,640 sqft",Del Ray Plan in Reunion, Commerce City,80022, CO
"$596,003+","3bd3ba2,019 sqft",Cadence 5 Plan in Cadence Townhomes Portfolio at Central Park, Denver,80238, CO
"$701,990+","4bd4ba3,260 sqft",Cornell ; Residence 50255 Plan in Mayfield, Denver,80233, CO
"$606,900+","3bd3ba2,589 sqft",Plan 4034 in Reunion Ridge, Denver,80260, CO
"$858,990+","4bd3ba3,378 sqft",Boulderado Plan in The Enclave, Denver,80249, CO
"$400,799 ","3bd2ba1,568 sqft",1130 E 89th Ave, Thornton,80229, CO
"$775,000+","2bd2ba1,151 sqft",2 Bedroom Plan in The Arbory, Denver,80218, CO
"$349,900 ","2bd2ba1,200 sqft",9300 E Center Avenue Unit 5c, Denver,80247, CO
"$439,990+",2bd2ba884 sqft,Shea Plan in Chatfield Bluffs, Littleton,80127, CO
"$330,000 ","2bd2ba1,019 sqft",8600 E Alameda Avenue Unit 17-204, Denver,80247, CO
"$605,900+","4bd3ba2,139 sqft",Evans Plan in Reunion Ridge : The Pioneer Collection, Denver,80260, CO
"$423,950+","2bd3ba1,260 sqft",Boston Plan in Urban Collection at Eastpoint, Commerce City,80022, CO
"$1,395,000 ","6bd5ba5,027 sqft",9859 W Cambridge Place, Littleton,80127, CO
"$801,466+","2bd3ba2,120 sqft",Signature 2 Plan in Signature Portfolio at Central Park, Denver,80238, CO
"$555,900+","3bd2ba2,203 sqft",Plan 3203 in Crescendo Collection at Reunion, Commerce City,80022, CO
"$197,500 ",1bd1ba500 sqft,8701 Huron Street Unit 4-207, Thornton,80260, CO
"$569,900+","2bd3ba1,461 sqft",Tealight 2 Plan in Tealight Portfolio at Central Park, Denver,80238, CO
"$623,900+","3bd4ba1,841 sqft",Plan 506 in Green Gables Townhomes : The Lakeside Collection, Denver,80227, CO
"$445,000+","2bd2ba1,245 sqft",Aster Plan in The Horizon Collection at Altaira at High Point, Denver,80249, CO
"$285,000 ",2bd1ba810 sqft,1235 S Wheeling Way, Aurora,80012, CO
"$540,900+","3bd3ba2,148 sqft",Meridian Plan in Buffalo Highlands : Paired Homes, Commerce City,80022, CO
"$3,200,000 ","3bd5ba3,874 sqft",350 Milwaukee Street, Denver,80206, CO
"$387,990+","3bd2ba1,221 sqft",Vyktorea III Plan in Gateway Commons, Denver,80249, CO
"$625,990+","4bd3ba2,534 sqft",Bronte ; Residence 40224 Plan in Mayfield, Denver,80233, CO
"$37,900+",3bd2ba560 sqft,69104 Plan in Commerce Heights, Commerce City,80022, CO
"$561,950+","3bd3ba1,946 sqft",Devoe Plan in Cityscape at Karl's Farm, Thornton,80241, CO
"$664,950+","3bd3ba2,752 sqft",Hopewell Plan in Settler's Crossing, Commerce City,80022, CO
"$534,900+","2bd4ba1,575 sqft",The Preston Plan in Westminster Station, Denver,80221, CO
"$529,900+","2bd3ba1,266 sqft",Plan 302 in Green Gables Townhomes : The Parkside Collection, Denver,80227, CO
"$584,995+","3bd3ba1,970 sqft",Rosedale Plan in The Ridge at Ward Station, Wheat Ridge,80033, CO
"$520,900+","3bd3ba2,117 sqft",St. Julien Plan in Green Valley Ranch, Aurora,80019, CO
"$571,000+","4bd3ba2,635 sqft",Branson Plan in Reunion, Commerce City,80022, CO
"$1,830,900+","5bd6ba4,721 sqft",Churchill Plan in Wild Plum, Littleton,80123, CO
"$587,950+","2bd3ba1,850 sqft",Soho Plan in Belleview Village, Littleton,80127, CO
"$571,900+","3bd3ba1,882 sqft",Tabor Plan in Turnberry : The Pioneer Collection, Commerce City,80022, CO
"$659,000+","3bd3ba2,140 sqft",4640 Plan in Arras Park, Denver,80229, CO
"$651,990+","3bd3ba2,062 sqft",The Silver Sage Plan in Kipling Park West: Single Family Homes, Littleton,80127, CO
"$580,900+","4bd3ba2,641 sqft",Plan 3205 in Crescendo Collection at Reunion, Commerce City,80022, CO
"$425,000 ","4bd1ba1,408 sqft",6540 E 79th Avenue, Commerce City,80022, CO
"$487,990+","3bd3ba1,682 sqft",Orchard Plan in Karl's Farm, Thornton,80241, CO
"$325,000 ",2bd2ba924 sqft,3141 S Tamarac Drive Unit E105, Denver,80231, CO
"$172,000 ",Studio1ba365 sqft,655 Pearl Street Unit 105, Denver,80203, CO
"$265,000 ",2bd2ba945 sqft,14152 E Colorado Drive Unit 103, Aurora,80012, CO
"$569,990+","2bd3ba1,238 sqft",Clark Plan in The Hub at Virginia Village, Denver,80222, CO
"$974,990 ","5bd5ba4,591 sqft",12841 Delaware Street, Westminster,80234, CO
"$449,000 ","5bd2ba1,576 sqft",15102 Andrews Drive, Denver,80239, CO
"$1,200,000 ","4bd4ba4,874 sqft (on 0.55 acres)",9311 E Jewell Cir, Denver,80231, CO
"$1,100,000 ","4bd4ba4,140 sqft",344 Alton Way, Denver,80230, CO
"$390,000 ","2bd2ba1,005 sqft",2800 W Centennial Drive Unit C, Littleton,80123, CO
"$899,900 ","4bd3ba2,420 sqft",3501 N Josephine Street, Denver,80205, CO
"$650,000 ","2bd4ba1,995 sqft",11106 W 53rd Drive, Wheat Ridge,80033, CO
"$1,200,000 ","3bd4ba2,481 sqft",2009 Eliot Street, Denver,80211, CO
"$966,950+","5bd5ba3,954 sqft",Dayton Plan in The Gallery at Reunion, Commerce City,80022, CO
"$654,950+","4bd3ba2,571 sqft",Hemingway Plan in Settler's Crossing, Commerce City,80022, CO
"$621,900+","3bd3ba2,744 sqft",Plan 4035 in Reunion Ridge, Denver,80260, CO
"$433,950+","3bd3ba1,470 sqft",Chicago Plan in Urban Collection at Eastpoint, Commerce City,80022, CO
"$337,500 ",1bd1ba740 sqft,832 S Vance Street Unit C, Lakewood,80226, CO
"$500,000 ","3bd2ba1,164 sqft",5125 Hannibal Street, Denver,80239, CO
"$589,000 ","4bd3ba4,274 sqft",13138 E 106th Place, Commerce City,80022, CO
"$470,000 ","3bd2ba1,484 sqft",10841 Albion Place, Thornton,80233, CO
"$1,395,000 ","3bd4ba2,413 sqft",4456 Utica Street, Denver,80212, CO
"$554,900+","3bd3ba1,583 sqft",Plan 502R in Green Gables Townhomes : The Lakeside Collection, Denver,80227, CO
"$465,000 ","2bd2ba1,442 sqft",9974 Truckee Street, Commerce City,80022, CO
"$225,000 ",1bd1ba815 sqft,8060 E Girard Avenue Unit 913, Denver,80231, CO
"$824,990 ","3bd3ba3,166 sqft",12851 Galapago Street, Denver,80234, CO
"$874,990 ","4bd4ba4,046 sqft",12831 Galapago Street, Denver,80234, CO
"$839,900+","3bd3ba1,860 sqft",The Wynkoop Plan in Edgewater Crossing, Denver,80214, CO
"$469,950+","3bd3ba1,475 sqft",Chicago Plan in Urban Collection at Karl's Farm, Thornton,80241, CO
"$524,900 ","4bd3ba2,830 sqft",9960 W Wagon Trail Drive, Denver,80123, CO
"$318,000 ","2bd2ba1,029 sqft",3418 S Locust Street Unit D, Denver,80222, CO
"$755,000 ","2bd1ba1,750 sqft",3301 W 36th Avenue, Denver,80211, CO
"$650,000 ","3bd3ba2,120 sqft",1990 S Cherry Street, Denver,80222, CO
"$520,000 ","3bd2ba2,081 sqft",1316 S Oakland Street, Aurora,80012, CO
"$2,475,000 ","5bd6ba6,026 sqft (on 0.43 acres)",680 Clarkson Street, Denver,80218, CO
"$1,680,900+","3bd4ba3,278 sqft",Arlington Plan in Wild Plum, Littleton,80123, CO
"$567,900+","3bd3ba1,489 sqft",Plan 305 in Green Gables Townhomes : The Parkside Collection, Denver,80227, CO
"$531,900+","3bd3ba2,026 sqft",Ascent Plan in Buffalo Highlands : Paired Homes, Commerce City,80022, CO
"$547,995+","2bd3ba1,672 sqft",Baker Plan in The Ridge at Ward Station, Wheat Ridge,80033, CO
"$605,700+","2bd3ba2,052 sqft",Dillon Plan in Green Valley Ranch, Aurora,80019, CO
"$584,950+","2bd3ba1,860 sqft",Greenwich Plan in Belleview Village, Littleton,80127, CO
"$612,900+","4bd3ba2,378 sqft",Pinnacle Plan in Turnberry : The Pioneer Collection, Commerce City,80022, CO
"$684,901+","3bd3ba1,632 sqft",Tealight 4 Plan in Tealight Portfolio at Central Park, Denver,80238, CO
"$556,990+","3bd3ba2,312 sqft",Bergamot Plan in Buffalo Highlands: The Flora Collection, Commerce City,80022, CO
"$636,900+","4bd4ba2,864 sqft",Plan 4036 in Reunion Ridge, Denver,80260, CO
"$597,499 ","3bd2ba1,796 sqft",1731 S Fairfax Street, Denver,80222, CO
"$630,000 ","3bd3ba2,589 sqft",6504 E Asbury Avenue, Denver,80224, CO
"$529,999 ",1bd1ba888 sqft,1555 Central Street Unit 206, Denver,80211, CO
"$825,000 ","3bd2ba1,696 sqft",3244 Vallejo Street, Denver,80211, CO
"$430,000 ",1bd1ba911 sqft,1020 15th Street Unit 40a, Denver,80202, CO
"$699,990+","4bd3ba2,630 sqft",The Snowberry Plan in Kipling Park West: Single Family Homes, Littleton,80127, CO
"$780,000 ","5bd4ba3,208 sqft",11482 Main Range Trail, Littleton,80127, CO
"$545,000 ","3bd4ba1,970 sqft",5172 Ward Road, Wheat Ridge,80033, CO
"$425,000 ","2bd3ba2,256 sqft",4261 S Fairplay Circle Unit D, Aurora,80014, CO
"$729,000 ","4bd3ba2,662 sqft (on 0.32 acres)",155 S Zephyr Street, Lakewood,80226, CO
"$385,000 ","2bd3ba1,308 sqft",1251 W 112th Avenue Unit C, Westminster,80234, CO
"$2,100,000 ","3bd4ba3,899 sqft",1299 N Gilpin Street Unit 12, Denver,80218, CO
"$1,000,000 ","2bd2ba1,224 sqft",1700 Bassett Street Unit 1512, Denver,80202, CO
"$749,000 ","4bd3ba2,462 sqft (on 0.28 acres)",980 S Foothill Drive, Lakewood,80228, CO
"$285,000 ","3bd1ba1,034 sqft",6798 Irving Street, Denver,80221, CO
"$324,500 ","2bd2ba1,200 sqft",745 S Clinton Street Unit 7b, Denver,80247, CO
"$1,599,000 ","4bd3ba3,205 sqft",621 S Harrison Lane, Denver,80209, CO
"$610,000 ","4bd3ba2,772 sqft",1440 E 128th Court, Thornton,80241, CO
"$499,000 ",2bd1ba720 sqft,2570 Jay Street, Edgewater,80214, CO
"$550,000 ","2bd3ba1,340 sqft",7777 E 23rd Avenue Unit 801, Denver,80238, CO
"$514,900 ","3bd3ba2,017 sqft",5345 E 128th Drive, Thornton,80241, CO
"$680,000 ","2bd3ba1,253 sqft",888 S Valentia Street Unit 102, Denver,80247, CO
"$825,000 ","4bd4ba3,394 sqft",2240 S Flower Way, Lakewood,80227, CO
"$1,450,000 ","4bd3ba2,712 sqft (on 0.29 acres)",3914 W 29th Avenue, Denver,80212, CO
"$440,000 ","3bd1ba1,002 sqft",8941 Lilly Drive, Thornton,80229, CO
"$375,000 ",1bd1ba614 sqft,164 S Cherokee Street, Denver,80223, CO
"$1,300,000 ","4bd4ba3,195 sqft",6585 E Nevada Place, Denver,80224, CO
"$205,000 ","2bd2ba1,050 sqft",8060 E Girard Avenue Unit 709, Denver,80231, CO
"$745,000 ","5bd4ba3,641 sqft",1011 S Valentia Street Unit 147, Denver,80247, CO
"$2,285,000 ","6bd6ba5,935 sqft",2370 S Columbine Street, Denver,80210, CO
"$724,900 ","5bd5ba4,103 sqft",9989 Victor Street, Commerce City,80022, CO
"$380,000 ",2bd1ba892 sqft,1305 E 13th Avenue Unit 4, Denver,80218, CO
"$218,900 ","2bd2ba1,200 sqft",715 S Clinton Street Unit 10b, Denver,80247, CO
"$265,000 ",2bd1ba912 sqft,1192 S Eagle Circle Unit A, Aurora,80012, CO
"$255,000 ","2bd2ba1,016 sqft",3061 S Ursula Circle Unit 302, Aurora,80014, CO
"$400,000 ","2bd3ba1,442 sqft",14700 E 104th Ave UNIT 3405, Commerce City,80022, CO
"$425,000 ","3bd3ba1,454 sqft",16171 E Warner Place, Denver,80239, CO
"$185,000 ",1bd1ba654 sqft,10150 E Virginia Avenue Unit 19-303, Denver,80247, CO
"$420,000 ","2bd3ba1,796 sqft",3697 S Depew Street Unit 2, Lakewood,80235, CO
"$546,900+","2bd3ba1,335 sqft",Plan 501R in Green Gables Townhomes : The Lakeside Collection, Denver,80227, CO
"$325,000 ","2bd2ba1,452 sqft",1992 S Oswego Way, Aurora,80014, CO
"$439,900 ","4bd2ba2,008 sqft",167 E 107th Avenue, Northglenn,80233, CO
"$365,000 ",1bd1ba706 sqft,100 Park Avenue W Unit 1003, Denver,80205, CO
"$350,000 ",1bd1ba740 sqft,802 S Vance Street Unit F, Lakewood,80226, CO
"$270,000 ",2bd1ba840 sqft,13197 E Louisiana Avenue, Aurora,80012, CO
"$650,000 ","4bd3ba2,486 sqft",11107 W Marlowe Avenue, Littleton,80127, CO
"$2,250,000 ","5bd4ba4,657 sqft (on 0.76 acres)",4801 W Wagon Trail Road, Littleton,80123, CO
"$615,000 ","4bd3ba2,192 sqft",2284 S Newton Street, Denver,80219, CO
"$4,600,000 ","4bd6ba5,969 sqft",401 S Garfield Street Unit 14, Denver,80209, CO
"$839,850+","3bd3ba1,837 sqft",The Clayton Plan in Edgewater Crossing, Denver,80214, CO
"$549,950+","2bd3ba1,935 sqft",Soho Plan in Cityscape at Karl's Farm, Thornton,80241, CO
"$828,000+","3bd3ba2,473 sqft",Ponderosa Plan in Silver Leaf, Littleton,80127, CO
"$459,000 ","3bd1ba1,308 sqft",1549 Syracuse Street, Denver,80220, CO
"$399,900 ",1bd1ba548 sqft,2530 W 35th Avenue Unit D, Denver,80211, CO
"$574,900 ","4bd4ba2,715 sqft",19385 E 40th Place, Denver,80249, CO
"$339,900 ","2bd2ba1,200 sqft",3082 S Wheeling Way S UNIT 409, Aurora,80014, CO
"$397,500 ","2bd2ba1,334 sqft",3465 S Poplar Street Unit 305, Denver,80224, CO
"$975,000 ","3bd2ba1,516 sqft",1720 S Clarkson Street, Denver,80210, CO
"$629,990 ","4bd3ba3,060 sqft",11733 Magnolia Drive, Thornton,80233, CO
"$539,999 ","3bd3ba2,016 sqft",17965 E 54th Avenue, Denver,80249, CO
"$1,200,000 ","3bd3ba2,457 sqft",656 Josephine Street, Denver,80206, CO
"$385,973 ","3bd1ba1,225 sqft",11133 Gaylord Street, Northglenn,80233, CO
"$313,000 ",2bd2ba760 sqft,8500 E Jefferson Avenue Unit 4g, Denver,80237, CO
"$585,000 ","5bd3ba2,394 sqft (on 0.30 acres)",12022 W Dakota Drive, Lakewood,80228, CO
"$650,000 ","2bd1ba1,014 sqft",2645 W 38th Avenue, Denver,80211, CO
"$490,000 ","3bd2ba1,176 sqft",9440 Lilly Court, Thornton,80229, CO
"$699,990 ","4bd3ba3,534 sqft",6543 E 117th Court, Thornton,80233, CO
"$489,900 ","3bd2ba1,442 sqft",17997 E 99th Avenue, Commerce City,80022, CO
"$775,000 ","5bd5ba4,110 sqft",10879 W Belmont Avenue, Littleton,80127, CO
"$449,900 ",1bd1ba849 sqft,2401 S Acoma Street, Denver,80223, CO
"$580,000 ","3bd2ba1,008 sqft",2420 Pierce Street, Edgewater,80214, CO
,Studio,Homes Available Soon Plan in Kingston Court, Aurora,80012, CO
"$574,900 ","3bd4ba3,116 sqft (on 0.26 acres)",10029 Dodge Drive, Northglenn,80260, CO
"$510,000 ","4bd2ba2,016 sqft (on 0.29 acres)",11004 Eudora Circle, Thornton,80233, CO
"$310,000 ",2bd1ba914 sqft,7665 E Eastman Avenue Unit A302, Denver,80231, CO
"$900,000 ","3bd3ba3,155 sqft",6759 E Exposition Avenue, Denver,80224, CO
"$679,000 ","3bd4ba1,968 sqft",5008 E Cherry Creek South Drive, Denver,80246, CO
"$270,000 ",2bd1ba843 sqft,13884 E Lehigh Avenue Unit B, Aurora,80014, CO
"$649,000 ","4bd3ba3,672 sqft",11461 E Adriatic Place, Aurora,80014, CO
"$648,850 ","5bd2ba2,080 sqft",1798 Ulster Street, Denver,80220, CO
"$430,000 ","3bd3ba1,546 sqft",2144 S Scranton Way, Aurora,80014, CO
"$456,900+","2bd2ba1,099 sqft",Plan 301R in Green Gables Townhomes : The Parkside Collection, Denver,80227, CO
"$591,995+","3bd3ba2,095 sqft",Wellshire Plan in The Ridge at Ward Station, Wheat Ridge,80033, CO
"$496,000+","3bd3ba2,117 sqft",St. Julien Plan in Reunion, Commerce City,80022, CO
"$1,650,900+","3bd4ba3,160 sqft",Saratoga Plan in Wild Plum, Littleton,80123, CO
"$360,000 ","2bd2ba1,142 sqft",7995 E Mississippi Avenue Unit J3, Denver,80247, CO
"$480,000 ","4bd2ba2,042 sqft",14470 E 43rd Avenue, Denver,80239, CO
"$675,000 ","3bd4ba2,248 sqft",9431 E 5th Avenue, Denver,80230, CO
"$445,000 ","3bd3ba1,579 sqft",1808 Aspen Meadows Cir, Federal Heights,80260, CO
"$749,900 ","3bd2ba1,934 sqft",1740 S Sherman Street, Denver,80210, CO
"$540,000+","3bd3ba1,689 sqft",2530 Plan in Arras Park, Denver,80229, CO
"$220,000 ",1bd1ba708 sqft,14443 E Jewell Avenue Unit 103, Aurora,80012, CO
"$785,000 ","1bd1ba1,410 sqft",2955 Inca Street Unit 4c, Denver,80202, CO
"$550,000 ","3bd2ba1,736 sqft",9260 Rifle Street, Commerce City,80022, CO
"$765,000 ","2bd2ba1,809 sqft",553 N Emerson Street, Denver,80218, CO
"$849,000 ","4bd3ba2,228 sqft (on 0.29 acres)",1849 Cody Street, Lakewood,80215, CO
"$490,000 ","3bd3ba1,708 sqft",3842 Odessa Street, Denver,80249, CO
"$655,000 ","3bd2ba1,403 sqft",3265 S Fairfax Street, Denver,80222, CO
"$430,000 ","2bd2ba1,628 sqft",7877 E Mississippi Avenue Unit 101, Denver,80247, CO
"$625,000 ","2bd2ba1,080 sqft",52 N Logan Street, Denver,80203, CO
"$310,000 ",2bd1ba928 sqft,8199 Welby Road Unit 1005, Denver,80229, CO
"$1,190,000 ","4bd4ba3,034 sqft",2124 S Sherman Street, Denver,80210, CO
"$190,000 ",1bd1ba654 sqft,10150 E Virginia Avenue Unit 8-206, Denver,80247, CO
"$350,000 ","2bd2ba1,258 sqft",1313 S Sable Boulevard, Aurora,80012, CO
"$553,872 ","3bd3ba1,687 sqft",10913 Mobile Court, Commerce City,80022, CO
"$375,000 ",2bd1ba980 sqft,2850 W Centennial Drive Unit E, Littleton,80123, CO
"$650,000 ","2bd2ba1,425 sqft",2942 Glenarm Place, Denver,80205, CO
"$2,150,000 ","5bd6ba5,346 sqft",3054 S Bellaire Street, Denver,80222, CO
"$375,000 ",1bd1ba886 sqft,800 Washington Street Unit 1003, Denver,80203, CO
"$350,000 ","2bd2ba1,314 sqft",2635 S Xanadu Way Unit E, Aurora,80014, CO
"$2,750,000 ","5bd5ba3,572 sqft",582 S York Street, Denver,80209, CO
"$500,000 ","2bd3ba1,433 sqft",11487 W Radcliffe Drive, Littleton,80127, CO
"$439,000 ",1bd1ba936 sqft,2100 N Humboldt Unit 107, Denver,80205, CO
"$250,000 ","2bd2ba1,200 sqft",720 S Clinton Street Unit 7b, Denver,80247, CO
"$850,000 ",,6931 E 72nd Avenue, Commerce City,80022, CO
"$630,000 ","3bd3ba1,700 sqft",3723 W Walsh Place, Denver,80219, CO
"$550,000 ","3bd3ba2,135 sqft",820 S Kendall Street, Lakewood,80226, CO
"$440,000 ","4bd2ba1,700 sqft",2143 Fisher Way, Northglenn,80233, CO
"$595,900 ","3bd3ba2,755 sqft",5808 S Urban Way, Littleton,80127, CO
"$500,000 ","3bd3ba1,405 sqft",11918 Glencoe Drive, Thornton,80233, CO
"$515,000 ","3bd1ba1,088 sqft",3088 S Grape Way, Denver,80222, CO
"$379,900 ",2bd1ba639 sqft,1615 Verbena Street, Denver,80220, CO
"$449,950 ","3bd3ba1,579 sqft",1788 Aspen Meadows Circle, Federal Heights,80260, CO
"$949,900 ","3bd3ba2,004 sqft",2710 California Street, Denver,80205, CO
"$595,000 ","4bd3ba2,377 sqft",3800 N Steele Street, Denver,80205, CO
"$425,000 ",2bd1ba900 sqft,5010 E 35th Avenue, Denver,80207, CO
"$520,000 ",2bd1ba977 sqft,417 Quebec Street, Denver,80220, CO
"$649,000 ","3bd3ba3,570 sqft",13434 Marion Street, Thornton,80241, CO
"$499,000 ","3bd2ba1,442 sqft",9884 Truckee Street, Commerce City,80022, CO
"$475,000 ","3bd2ba2,279 sqft",10034 Carson Way, Commerce City,80022, CO
"$725,000 ","3bd3ba4,232 sqft",15987 E 118th Place, Commerce City,80022, CO
"$899,000 ","3bd3ba2,026 sqft",327 N Washington Street, Denver,80203, CO
"$874,900 ","4bd4ba2,769 sqft",6322 Dayton Way, Denver,80231, CO
"$545,000 ","3bd3ba2,551 sqft",10048 Walden Court, Commerce City,80022, CO
"$895,000 ","3bd2ba2,121 sqft",821 Madison Street, Denver,80206, CO
"$315,000 ",1bd1ba864 sqft,819 S Lincoln Street, Denver,80209, CO
"$795,000 ","3bd3ba2,832 sqft",7950 E 55th Avenue, Denver,80238, CO
"$445,999 ","6bd3ba2,638 sqft",2907 S Vaughn Way, Aurora,80014, CO
"$564,800 ","3bd4ba2,109 sqft",9170 Sedalia Street, Commerce City,80022, CO
"$546,900+","2bd3ba1,335 sqft",Plan 501 in Green Gables Townhomes : The Lakeside Collection, Denver,80227, CO
"$559,900 ","5bd2ba2,236 sqft",7874 Raritan Street, Denver,80221, CO
"$535,000 ","4bd2ba1,794 sqft",3776 S Nelson Way, Lakewood,80235, CO
"$472,500 ","4bd2ba1,700 sqft",10821 Blue Jay Lane, Northglenn,80233, CO
"$419,900 ","3bd4ba2,112 sqft",4091 S Boston Street, Denver,80237, CO
"$299,900 ","2bd2ba1,200 sqft",610 S Clinton Street Unit 4a, Denver,80247, CO
"$697,950+","3bd2ba2,351 sqft",Melody Plan in The Gallery at Reunion, Commerce City,80022, CO
"$550,000 ","2bd3ba1,931 sqft",6757 W Yale Avenue, Lakewood,80227, CO
"$350,000 ","2bd2ba1,173 sqft",626 S Youngfield Court, Lakewood,80228, CO
"$474,000 ","3bd3ba1,494 sqft",5548 Flanders Way, Denver,80249, CO
"$995,000 ","3bd3ba2,112 sqft (on 0.36 acres)",3505 Marshall Street, Wheat Ridge,80033, CO
"$949,900 ","3bd4ba5,290 sqft",11310 W Tanforan Circle, Littleton,80127, CO
"$1,900,000 ","3bd3ba3,202 sqft",348 N Steele Street, Denver,80206, CO
"$520,000 ","4bd2ba1,962 sqft",7655 W 24th Avenue, Lakewood,80214, CO
"$929,000 ","4bd4ba2,217 sqft",320 Fox Street, Denver,80223, CO
"$539,000 ","4bd2ba2,192 sqft",2210 S Lowell Boulevard, Denver,80219, CO
"$1,499,000 ","4bd5ba4,008 sqft",3427 W Conejos Place, Denver,80204, CO
"$525,000 ","4bd3ba2,158 sqft",11361 W Exposition Drive, Lakewood,80226, CO
"$750,000 ","3bd3ba2,222 sqft",6926 W Alaska Drive, Lakewood,80226, CO
"$356,990+","2bd2ba1,085 sqft",Addisyn II Plan in Gateway Commons, Denver,80249, CO
"$927,000+","3bd3ba3,111 sqft",Willow Plan in Silver Leaf, Littleton,80127, CO
"$650,000 ","4bd3ba4,193 sqft",11097 Telluride Court, Commerce City,80022, CO
"$374,900 ","2bd2ba1,467 sqft",1537 S Owens Street Unit 34, Lakewood,80232, CO
"$615,000 ",2bd1ba858 sqft,3725 W Alice Place, Denver,80211, CO
"$725,000 ","4bd3ba4,315 sqft",9218 Richfield Street, Commerce City,80022, CO
"$2,195,000 ","3bd4ba4,174 sqft",545 Fillmore Street, Denver,80206, CO
"$585,000 ","5bd2ba1,976 sqft",2622 S Quitman Street, Denver,80219, CO
"$670,000 ","4bd3ba2,514 sqft",8864 W Capri Avenue, Littleton,80123, CO
"$650,000 ","4bd3ba2,668 sqft",10284 W Marlowe Place, Littleton,80127, CO
"$350,000 ",2bd2ba936 sqft,2181 S Troy Way Unit 103, Aurora,80014, CO
"$578,000 ","4bd3ba2,480 sqft",12364 E Bates Circle, Aurora,80014, CO
"$2,295,000 ","4bd5ba4,653 sqft",1940 S Clayton Street, Denver,80210, CO
"$595,000 ","3bd2ba1,575 sqft",7777 E 23rd Avenue Unit 802, Denver,80238, CO
"$480,000 ","4bd2ba1,850 sqft",441 W 78th Place, Denver,80221, CO
"$300,000 ",,9195 E Evans Place, Denver,80231, CO
"$599,950 ","4bd4ba2,760 sqft",1087 S Johnson Street, Lakewood,80226, CO
"$499,000 ","2bd3ba2,844 sqft",221 Youngfield Drive, Lakewood,80228, CO
"$1,149,000 ","3bd3ba2,380 sqft",2515 N Humboldt Street, Denver,80205, CO
"$520,000 ","5bd2ba1,920 sqft",9112 Beechwood Drive, Thornton,80229, CO
"$240,000 ",2bd1ba945 sqft,740 S Alton Way Unit 11b, Denver,80247, CO
"$612,500+","4bd3ba2,975 sqft",Brighton Plan in Reunion, Commerce City,80022, CO
"$775,000 ","5bd4ba4,455 sqft",15969 E 115th Way, Commerce City,80022, CO
"$380,000 ","3bd3ba1,716 sqft",10340 W Jewell Avenue Unit C, Lakewood,80232, CO
"$638,990+","3bd3ba2,187 sqft",Yale ; Residence 50151 Plan in Mayfield, Denver,80233, CO
"$537,995+","2bd3ba1,806 sqft",Highland Plan in The Ridge at Ward Station, Wheat Ridge,80033, CO
"$503,100+","2bd2ba1,725 sqft",Summit Plan in Green Valley Ranch, Aurora,80019, CO
"$1,760,900+","5bd6ba4,340 sqft",Belmont Plan in Wild Plum, Littleton,80123, CO
