sale_price,size,Address,Cities,Postal.Code,State
"$340,000 ","3bd2ba1,452 sqft",29 Kirby Rd, Asheville,28806, NC
"$315,000 ","2bd2ba1,020 sqft",17 Larchmont Rd, Asheville,28804, NC
"$595,000 ","4bd3ba2,068 sqft",82 Madison Ave, Asheville,28801, NC
"$349,900 ","3bd2ba1,566 sqft (on 0.29 acres)",138 Hemphill Rd, Asheville,28803, NC
"$745,000 ","3bd3ba1,896 sqft",23 Mauricet Ln, Asheville,28806, NC
"$350,000 ","3bd2ba1,412 sqft (on 1.20 acres)",37 Church Rd, Asheville,28804, NC
"$285,000 ",2bd1ba945 sqft,55 Deaver Park Cir, Asheville,28806, NC
"$51,400+",3bd2ba928 sqft,70921 Plan in Riverview, Asheville,28806, NC
"$925,000 ","4bd3ba2,509 sqft (on 0.36 acres)",42 Rosewood Ave, Asheville,28801, NC
"$650,000 ","3bd3ba2,466 sqft",10 Holland Mountain Vw, Asheville,28804, NC
"$649,000 ","2bd3ba1,430 sqft (on 0.28 acres)",109 Thurland Ave, Asheville,28803, NC
"$599,900 ","3bd3ba1,538 sqft",35 Rangeley Dr, Asheville,28803, NC
"$2,490,000 ","4bd5ba3,782 sqft (on 0.67 acres)",325 Flowering Vine Ct, Asheville,28803, NC
"$430,000 ","7bd3,108 sqft (on 1.58 acres)",18 Willow Ct, Asheville,28805, NC
"$249,000 ","3bd2ba1,523 sqft (on 0.48 acres)",25 Udell Ct, Asheville,28806, NC
"$795,000 ","3bd4ba2,883 sqft (on 0.69 acres)",10 Shackleford Dr, Asheville,28806, NC
"$699,000 ","3bd1ba1,260 sqft (on 1.16 acres)",71 Lanvale Ave, Asheville City,28806, NC
"$699,000 ","4bd3ba2,958 sqft (on 0.60 acres)",124 Overlook Rd, Asheville,28803, NC
"$1,200,000 ","4bd2ba2,264 sqft (on 9.32 acres)",320 Upper Grassy Branch Rd, Asheville,28805, NC
"$649,900 ","4bd2ba2,191 sqft (on 1.49 acres)",320 Hi Alta Ave, Asheville,28806, NC
"$899,000 ","3bd3ba2,813 sqft (on 0.26 acres)",27 Acadia Dr, Asheville,28806, NC
"$89,900 ",,99999 Hillcrest Rd, Asheville,28804, NC
"$379,900 ","3bd3ba1,404 sqft",9 Arbutus Rd, Asheville,28805, NC
"$625,000 ","3bd2ba1,989 sqft",70 Longview Rd, Asheville,28806, NC
"$650,000 ","4bd3ba2,754 sqft (on 0.82 acres)",149 Pinners Cove Rd, Asheville,28803, NC
"$750,000 ","4bd3ba2,976 sqft (on 0.74 acres)",305 E Sondley Dr, Asheville,28805, NC
"$345,000 ","3bd2ba1,271 sqft",3 Pelzer St, Asheville,28804, NC
"$1,525,000 ","4bd4ba4,038 sqft (on 3.37 acres)",7 Snowbird Dr, Asheville,28804, NC
"$54,100+",3bd2ba928 sqft,69394 Plan in Ridgeview - Active 55+ Senior Community, Asheville,28806, NC
"$310,000 ","2bd2ba1,045 sqft",9 Rocking Porch Rd, Asheville,28805, NC
"$899,000 ","4bd3ba2,724 sqft (on 0.57 acres)",8 Bevlyn Dr, Asheville,28803, NC
"$599,000 ","2bd3ba2,296 sqft (on 0.35 acres)",22 Carjen Ave, Asheville,28804, NC
"$724,475 ","4bd3ba1,994 sqft (on 0.32 acres)",134 Lookout Dr, Asheville,28804, NC
"$435,990+","4bd3ba2,824 sqft",Wilmington Plan in Fountain Park, Asheville,28806, NC
"$349,900 ",,8 Grovepoint Way, Asheville,28804, NC
"$149,900 ",,70 Windover Dr, Asheville,28803, NC
"$428,990+","4bd3ba2,565 sqft",Winston Plan in Fountain Park, Asheville,28806, NC
"$725,000 ","2bd5ba2,646 sqft (on 0.38 acres)",119 Bull Mountain Rd, Asheville,28805, NC
"$2,650,000 ","4bd3ba3,892 sqft (on 0.29 acres)",158 Kimberly Ave, Asheville,28804, NC
"$1,200,000 ","4bd2ba3,228 sqft (on 1.19 acres)",13 Kent Pl, Asheville,28804, NC
"$340,000 ","3bd2ba1,452 sqft",29 Kirby Rd, Asheville,28806, NC
"$315,000 ","2bd2ba1,020 sqft",17 Larchmont Rd, Asheville,28804, NC
"$595,000 ","4bd3ba2,068 sqft",82 Madison Ave, Asheville,28801, NC
"$349,900 ","3bd2ba1,566 sqft (on 0.29 acres)",138 Hemphill Rd, Asheville,28803, NC
"$745,000 ","3bd3ba1,896 sqft",23 Mauricet Ln, Asheville,28806, NC
"$350,000 ","3bd2ba1,412 sqft (on 1.20 acres)",37 Church Rd, Asheville,28804, NC
"$285,000 ",2bd1ba945 sqft,55 Deaver Park Cir, Asheville,28806, NC
"$51,400+",3bd2ba928 sqft,70921 Plan in Riverview, Asheville,28806, NC
"$925,000 ","4bd3ba2,509 sqft (on 0.36 acres)",42 Rosewood Ave, Asheville,28801, NC
"$650,000 ","3bd3ba2,466 sqft",10 Holland Mountain Vw, Asheville,28804, NC
"$649,000 ","2bd3ba1,430 sqft (on 0.28 acres)",109 Thurland Ave, Asheville,28803, NC
"$599,900 ","3bd3ba1,538 sqft",35 Rangeley Dr, Asheville,28803, NC
"$2,490,000 ","4bd5ba3,782 sqft (on 0.67 acres)",325 Flowering Vine Ct, Asheville,28803, NC
"$430,000 ","7bd3,108 sqft (on 1.58 acres)",18 Willow Ct, Asheville,28805, NC
"$249,000 ","3bd2ba1,523 sqft (on 0.48 acres)",25 Udell Ct, Asheville,28806, NC
"$795,000 ","3bd4ba2,883 sqft (on 0.69 acres)",10 Shackleford Dr, Asheville,28806, NC
"$699,000 ","3bd1ba1,260 sqft (on 1.16 acres)",71 Lanvale Ave, Asheville City,28806, NC
"$699,000 ","4bd3ba2,958 sqft (on 0.60 acres)",124 Overlook Rd, Asheville,28803, NC
"$1,200,000 ","4bd2ba2,264 sqft (on 9.32 acres)",320 Upper Grassy Branch Rd, Asheville,28805, NC
"$649,900 ","4bd2ba2,191 sqft (on 1.49 acres)",320 Hi Alta Ave, Asheville,28806, NC
"$899,000 ","3bd3ba2,813 sqft (on 0.26 acres)",27 Acadia Dr, Asheville,28806, NC
"$89,900 ",,99999 Hillcrest Rd, Asheville,28804, NC
"$379,900 ","3bd3ba1,404 sqft",9 Arbutus Rd, Asheville,28805, NC
"$625,000 ","3bd2ba1,989 sqft",70 Longview Rd, Asheville,28806, NC
"$650,000 ","4bd3ba2,754 sqft (on 0.82 acres)",149 Pinners Cove Rd, Asheville,28803, NC
"$750,000 ","4bd3ba2,976 sqft (on 0.74 acres)",305 E Sondley Dr, Asheville,28805, NC
"$345,000 ","3bd2ba1,271 sqft",3 Pelzer St, Asheville,28804, NC
"$1,525,000 ","4bd4ba4,038 sqft (on 3.37 acres)",7 Snowbird Dr, Asheville,28804, NC
"$54,100+",3bd2ba928 sqft,69394 Plan in Ridgeview - Active 55+ Senior Community, Asheville,28806, NC
"$310,000 ","2bd2ba1,045 sqft",9 Rocking Porch Rd, Asheville,28805, NC
"$899,000 ","4bd3ba2,724 sqft (on 0.57 acres)",8 Bevlyn Dr, Asheville,28803, NC
"$599,000 ","2bd3ba2,296 sqft (on 0.35 acres)",22 Carjen Ave, Asheville,28804, NC
"$724,475 ","4bd3ba1,994 sqft (on 0.32 acres)",134 Lookout Dr, Asheville,28804, NC
"$435,990+","4bd3ba2,824 sqft",Wilmington Plan in Fountain Park, Asheville,28806, NC
"$349,900 ",,8 Grovepoint Way, Asheville,28804, NC
"$149,900 ",,70 Windover Dr, Asheville,28803, NC
"$428,990+","4bd3ba2,565 sqft",Winston Plan in Fountain Park, Asheville,28806, NC
"$725,000 ","2bd5ba2,646 sqft (on 0.38 acres)",119 Bull Mountain Rd, Asheville,28805, NC
"$2,650,000 ","4bd3ba3,892 sqft (on 0.29 acres)",158 Kimberly Ave, Asheville,28804, NC
"$1,200,000 ","4bd2ba3,228 sqft (on 1.19 acres)",13 Kent Pl, Asheville,28804, NC
"$299,999 ","4bd2ba1,488 sqft (on 0.28 acres)",14 Fortunate Dr, Asheville,28806, NC
"$3,395,000 ","4bd4ba4,508 sqft (on 7.67 acres)",29 Elk Ridge Dr, Asheville,28804, NC
"$318,990+","3bd3ba1,674 sqft",Denver Plan in Fountain Park Townhomes, Asheville,28806, NC
"$780,000 ","2bd2ba1,736 sqft",13 Park Ave N, Asheville,28801, NC
"$1,450,000 ","4bd5ba3,886 sqft (on 1.34 acres)",210 Bridgeman Dr, Asheville,28803, NC
"$321,990+","3bd3ba1,699 sqft",Lansing Plan in Fountain Park Townhomes, Asheville,28806, NC
"$428,990+","4bd3ba2,644 sqft",Biltmore Plan in Fountain Park, Asheville,28806, NC
"$325,000 ",,99999 Pearson Dr, Asheville,28801, NC
"$425,000 ",1bd1ba757 sqft,155 S Lexington Ave, Asheville,28801, NC
"$384,900 ","2bd2ba1,226 sqft",75 Belmont Ave, Asheville,28806, NC
"$695,000 ","1bd2ba1,068 sqft",60 N Market St, Asheville,28801, NC
"$326,990+","3bd3ba1,774 sqft",Carson Plan in Fountain Park Townhomes, Asheville,28806, NC
"$408,990+","4bd2ba1,764 sqft",Cali Plan in Fountain Park, Asheville,28806, NC
"$725,000 ","2bd3ba2,098 sqft",902 Timber Ln, Asheville,28804, NC
"$699,000 ","3bd3ba2,220 sqft",22 Reagan Run Ct, Arden,28704, NC
"$425,000 ","5bd3ba2,185 sqft (on 0.26 acres)",10 Springdale Rd, Asheville,28805, NC
"$949,900 ","4bd6ba5,500 sqft (on 2.05 acres)",136 Windover Dr, Asheville,28803, NC
"$269,000 ","2bd2ba1,236 sqft",54 Pebble Creek Dr, Asheville,28803, NC
"$650,000 ","4bd4ba2,809 sqft",111 Trumpet Ln, Asheville,28803, NC
"$450,000 ","3bd2ba1,307 sqft (on 0.33 acres)",44 Overlook Rd, Asheville City,28803, NC
"$675,000 ","3bd3ba1,977 sqft",975 New Haw Creek Rd, Asheville,28805, NC
"$650,000 ","3bd2ba1,412 sqft",91 Virginia Ave, Asheville,28806, NC
"$719,000 ","3bd3ba2,700 sqft",321 Hazel Mill Rd, Asheville,28806, NC
"$367,000 ","3bd2ba1,782 sqft (on 0.32 acres)",2 Valleywood Ct, Asheville,28803, NC
"$650,000 ","2bd1ba1,412 sqft",91 Virginia Ave, Asheville,28806, NC
"$379,000 ",2bd1ba844 sqft,71 5th Ave, Asheville,28806, NC
"$525,000 ",1bd1ba625 sqft (on 1.73 acres),362 New Haw Creek Rd, Asheville,28805, NC
"$419,900 ","3bd2ba1,100 sqft (on 0.92 acres)",320 Olivette Rd, Asheville,28804, NC
"$409,000 ","3bd3ba1,755 sqft",861 W Pointe Dr, Asheville,28806, NC
"$235,000 ",,99999 Howland Rd, Asheville,28804, NC
"$825,000 ","3bd3ba1,624 sqft (on 0.25 acres)",21 Pinewood Ave, Asheville,28804, NC
"$599,999 ",,80 Park Ave N, Asheville,28801, NC
"$2,250,000 ","3bd4ba4,193 sqft (on 0.58 acres)",7 Bee Balm Way, Asheville,28804, NC
"$1,099,000 ","5bd4ba4,226 sqft (on 0.51 acres)",1032 Columbine Rd, Asheville,28803, NC
"$299,000 ","3bd2ba1,040 sqft (on 0.32 acres)",328 Camelia Ln, Asheville,28806, NC
"$1,110,000 ","5bd4ba3,141 sqft (on 0.37 acres)",912 Woodvine Rd, Asheville,28803, NC
"$500,000 ","4bd3ba2,346 sqft (on 0.37 acres)",32 Spring Forest Cir, Asheville,28803, NC
"$300,000 ","3bd3ba1,346 sqft",118 Rotunda Cir, Asheville,28806, NC
"$410,990+","3bd3ba2,207 sqft",Pinehurst Plan in Fountain Park, Asheville,28806, NC
"$509,900 ","2bd2ba1,195 sqft",175 S Lexington Ave, Asheville,28801, NC
"$1,437,500 ","4bd3ba3,478 sqft (on 0.27 acres)",82 Caledonia Rd, Asheville,28803, NC
"$899,000 ","3bd3ba2,266 sqft",44 Westchester Dr, Asheville,28803, NC
"$100,000 ",,99999 Independence Blvd, Asheville,28805, NC
"$120,000 ",,99999 Independence Blvd, Asheville,28805, NC
"$100,000 ",,99999 Independence Blvd, Asheville,28805, NC
"$329,900 ","3bd1ba1,000 sqft (on 0.75 acres)",297 Merrills Cove Rd, Asheville,28803, NC
"$799,000 ","3bd3ba2,621 sqft (on 0.27 acres)",818 Haywood Rd, Asheville,28806, NC
"$400,000 ","4bd3ba1,479 sqft (on 0.47 acres)",307 Westforest Ln, Asheville,28806, NC
"$1,325,000 ","3bd3ba1,777 sqft",60 N Market St, Asheville,28801, NC
"$525,000 ","3bd3ba1,748 sqft",931 Tunnel Rd, Asheville,28805, NC
"$510,000 ","2bd1ba1,204 sqft (on 3.39 acres)",48-70 McKinney Rd, Asheville,28806, NC
"$2,295,000 ","3bd4ba2,926 sqft (on 4.90 acres)",500 Lynn Cove Rd, Asheville,28804, NC
"$320,000 ",,99999 Independence Blvd, Asheville,28805, NC
"$419,990+","4bd3ba2,454 sqft",Charleston Plan in Fountain Park, Asheville,28806, NC
"$499,000 ","3bd2ba1,301 sqft",44 Porter Hill Ln, Asheville,28803, NC
"$449,999 ","3bd3ba1,892 sqft (on 0.72 acres)",2 Powers Dr, Asheville,28806, NC
"$319,900 ","3bd2ba1,372 sqft (on 0.77 acres)",222 Bee Ridge Rd, Asheville,28803, NC
"$750,000 ","3bd3ba2,663 sqft (on 0.92 acres)",615 Rose Hill Rd, Asheville,28803, NC
"$274,900 ","3bd2ba1,400 sqft (on 1.40 acres)",103 Old Leicester Rd, Asheville,28804, NC
"$1,050,000 ","5bd3ba3,244 sqft (on 0.43 acres)",414 Lakeshore Dr, Asheville,28804, NC
"$769,000 ","3bd3ba2,350 sqft",14 Trevors Trl, Asheville,28806, NC
"$1,000,000 ","3bd3ba2,297 sqft (on 1.65 acres)",6 Stegall Ln, Asheville,28805, NC
"$789,900 ","3bd3ba2,606 sqft",101 Courtland Ave, Asheville,28801, NC
"$420,990 ","4bd3ba1,995 sqft",753 Fountain Park Blvd, Asheville,28806, NC
"$749,900 ","3bd3ba2,103 sqft",50 Clinton Ave, Asheville,28806, NC
"$500,000 ",1bd1ba758 sqft,Address Not Disclosed, Asheville,28801, NC
"$789,000 ","5bd4ba3,075 sqft (on 0.61 acres)",101 Coachmans Trl, Asheville,28803, NC
"$1,175,000 ","5bd4ba4,255 sqft (on 1.01 acres)",22 Barebridge Hills Dr, Asheville,28804, NC
"$159,500 ",,99999 Sunnyview Ter, Asheville,28804, NC
"$149,500 ",,99999 Sunnyview Ter, Asheville,28804, NC
"$259,000 ",,68 Sweet Fern Pkwy, Asheville,28804, NC
"$1,200,000 ","4bd5ba4,559 sqft (on 0.52 acres)",904 Woodvine Rd, Asheville,28803, NC
"$1,195,000 ","4bd3ba2,932 sqft (on 21.19 acres)",51 Rice Branch Rd, Asheville City,28804, NC
"$1,200,000 ","3bd4ba3,108 sqft (on 4.13 acres)",24 Ridgeview Way, Asheville,28803, NC
"$245,000 ",2bd1ba884 sqft,130 Warren Haynes Dr, Asheville,28806, NC
"$1,350,000 ","5bd4ba3,241 sqft (on 0.32 acres)",123 Edwin Pl, Asheville,28801, NC
"$584,500 ","3bd3ba1,510 sqft",304 Jenna Clare Ln, Asheville,28803, NC
"$584,500 ","3bd3ba1,510 sqft",300 Jenna Clare Ln, Asheville,28803, NC
"$485,000 ","2bd1ba1,032 sqft",107 Annandale Ave, Asheville,28801, NC
"$459,000 ","3bd1ba1,080 sqft",17 Mount Clare Ave, Asheville,28801, NC
"$1,250,000 ","3bd4ba2,287 sqft",405 W Haywood St, Asheville,28801, NC
"$405,990+","4bd3ba1,995 sqft",Concord Plan in Fountain Park, Asheville,28806, NC
"$824,900 ","3bd4ba2,527 sqft",7 Shaker Ct, Asheville,28805, NC
"$135,000 ",,99999 Leisure Mountain Rd, Asheville,28804, NC
"$199,000 ",,9999 Riverside Dr, Asheville,28804, NC
"$550,000 ","3bd2ba2,124 sqft (on 0.50 acres)",23 Rolling Hill Dr, Asheville,28806, NC
"$2,000,000 ","4bd6ba4,877 sqft (on 2.55 acres)",21 Honey Dr, Asheville,28805, NC
"$315,000 ","2bd2ba1,211 sqft",305 Piney Mountain Dr, Asheville,28805, NC
"$235,000 ","1bd1ba1,023 sqft",9 Kenilworth Knls, Asheville,28805, NC
"$650,000 ","3bd3ba2,357 sqft",39 Creekside View Dr, Asheville,28804, NC
"$439,000 ","3bd1ba1,160 sqft",21 Fulton St, Asheville,28801, NC
"$450,000 ",,130 Lochstead Ct, Asheville,28803, NC
"$450,000 ","3bd3ba2,179 sqft",539 Crowfields Ln, Asheville,28803, NC
"$125,000 ",,126 Winston Ave, Asheville,28803, NC
"$750,000 ","3bd2ba1,823 sqft (on 0.43 acres)",272 Lakewood Dr, Asheville,28803, NC
,,104 Windcliff Dr, Asheville,28803, NC
"$1,200,000 ",,5 Horizon Hill Rd, Asheville,28804, NC
"$279,900 ",,16 Snap Dragon Ct, Asheville,28804, NC
"$365,000 ",2bd1ba850 sqft,50 Jarrett St, Asheville,28806, NC
"$450,000 ",,99999 Locust St, Asheville,28804, NC
"$450,000 ",,33 Grovepoint Way, Asheville,28804, NC
"$425,000 ","3bd2ba1,504 sqft (on 1.07 acres)",31 Forest Creek Dr, Asheville,28806, NC
"$1,150,000 ","4bd4ba3,442 sqft (on 0.55 acres)",14 Bent Oak Ln, Asheville,28803, NC
"$1,595,000 ","5bd5ba4,606 sqft (on 0.63 acres)",24 Lakeview Rd, Asheville,28804, NC
"$550,000 ","3bd3ba2,576 sqft (on 0.44 acres)",117 Cherry Meadows Way, Asheville,28806, NC
"$175,000 ",,404 Blue Mind Way, Asheville,28804, NC
"$225,000 ",,405 Blue Mind Way, Asheville,28804, NC
"$365,000 ",,139 Upperfell Ct, Asheville,28803, NC
"$69,000 ",,67 Gaston Mountain Rd, Asheville,28806, NC
"$995,000 ","4bd5ba2,883 sqft",8 Short St, Asheville,28801, NC
"$299,900 ","3bd1ba1,372 sqft (on 0.34 acres)",740 Fairview Rd, Asheville,28803, NC
"$395,000 ","3bd2ba1,641 sqft (on 0.90 acres)",40 Lawterdale Rd, Asheville,28804, NC
"$600,000 ","4bd3ba1,876 sqft",26 Reagan Run Ct, Arden,28704, NC
"$750,000 ","4bd3ba2,485 sqft",34 Myrtle Lee Cv, Arden,28704, NC
"$899,000 ","4bd5ba4,000 sqft (on 4.38 acres)",41 Beck Dr, Asheville,28806, NC
"$400,000 ","3bd2ba1,275 sqft (on 0.70 acres)",42 Carlton Pl, Asheville,28806, NC
"$365,000 ","3bd2ba1,350 sqft",10 Miami Cir, Arden,28704, NC
"$600,000 ","3bd3ba3,444 sqft (on 0.50 acres)",27 Rolling Hill Dr, Asheville,28806, NC
"$600,000 ","3bd3ba2,500 sqft (on 0.50 acres)",27 Rolling Hill Dr, Asheville,28806, NC
"$95,000 ",,Starling Pass, Asheville,28804, NC
"$425,000 ","4bd4ba2,889 sqft",503 Woodfield Dr, Asheville,28803, NC
,Studio,Homes Available Soon Plan in The Townes at Hamrick Farms, Candler,28715, NC
"$79,000 ",,2 Huffman Rd, Asheville,28806, NC
"$398,990+","3bd2ba1,559 sqft",Davidson Plan in Fountain Park, Asheville,28806, NC
"$575,000 ",,422 Reservoir Rd, Asheville,28801, NC
"$699,000 ","2bd3ba3,142 sqft (on 1.49 acres)",22 Indian Knob Rd, Asheville,28803, NC
"$365,000 ",1bd1ba760 sqft,225 Bowling Park Rd, Asheville,28803, NC
"$230,000 ",,163 Riverbend Forest Dr, Asheville,28805, NC
"$1,300,000 ","1bd2ba1,502 sqft",7 Patton Ave, Asheville,28801, NC
"$550,000 ","5bd4ba3,088 sqft (on 0.60 acres)",15 Gardenwood Dr, Asheville,28803, NC
"$545,000 ","4bd2ba2,053 sqft (on 0.29 acres)",488 Kenilworth Rd, Asheville,28805, NC
"$305,000 ",2bd1ba792 sqft (on 0.38 acres),124 Concord Rd, Asheville,28803, NC
"$275,000 ",3bd1ba928 sqft (on 0.31 acres),2 Wisteria Ct, Asheville,28806, NC
"$489,900 ","3bd3ba1,657 sqft",15 Cane St, Asheville,28806, NC
"$649,000 ","2bd3ba1,430 sqft (on 0.28 acres)",109 Thurland Ave, Asheville,28803, NC
"$165,000 ",,35 Olivette Crossing Pkwy, Asheville,28804, NC
"$295,000 ",,311 Broad Vista Ln, Asheville,28804, NC
"$195,000 ",,406 Blue Mind Way, Asheville,28804, NC
"$209,900 ","3bd2ba1,216 sqft (on 0.49 acres)",54 Hopedale Cir, Asheville,28806, NC
"$1,740,000 ","5bd4ba5,833 sqft (on 2.36 acres)",514 Sondley Dr S, Asheville,28805, NC
"$169,000 ",,119 Caledonia Rd, Asheville,28803, NC
"$799,000 ","2bd2ba1,347 sqft",61 Church St, Asheville,28801, NC
"$180,000 ",Studio,5 Owenby Rd, Candler,28715, NC
"$359,000 ","3bd1ba1,225 sqft",277 Pisgah View Rd, Asheville,28806, NC
"$465,000 ","5bd3ba2,734 sqft (on 0.42 acres)",664 New Haw Creek Rd, Asheville,28805, NC
"$250,000 ",,27 Summit Tower Cir, Asheville,28804, NC
"$575,000 ","4bd3ba1,998 sqft (on 0.37 acres)",21 Moss Pink Pl, Asheville,28806, NC
"$425,000 ",,67 Oak Hill Dr, Asheville,28806, NC
"$1,229,000 ","1bd2ba1,746 sqft",7 Patton Ave, Asheville,28801, NC
"$455,000 ","3bd3ba1,354 sqft",74 Shiloh Rd, Asheville,28803, NC
"$470,000 ","3bd2ba1,161 sqft",20 Broadview Ave, Asheville,28803, NC
"$595,000 ","3bd3ba1,607 sqft (on 0.28 acres)",18 Sunnyside Ln, Asheville,28804, NC
"$439,900 ","2bd1ba1,288 sqft (on 3.99 acres)",223 E Oakview Rd, Asheville,28806, NC
"$650,000 ","4bd4ba3,376 sqft",109 Trumpet Ln, Asheville,28803, NC
"$389,000 ","3bd2ba1,188 sqft (on 1.10 acres)",18 Westview Ln, Asheville,28803, NC
"$435,000 ","3bd2ba1,815 sqft (on 0.49 acres)",9 Kildare Pl, Asheville,28806, NC
"$1,850,000 ","4bd4ba3,781 sqft (on 12.57 acres)",134 Stonecrest Dr, Asheville,28803, NC
"$200,000 ",,1765 Old Haywood Rd, Asheville,28806, NC
"$225,800 ",,Vance Gap Rd, Asheville,28804, NC
"$750,000 ","4bd4ba3,108 sqft",121 Trumpet Ln, Asheville,28803, NC
"$1,150,000 ","2bd1ba1,121 sqft (on 0.32 acres)",21 Pearl St, Asheville,28801, NC
"$449,000 ","4bd3ba1,927 sqft",17 Ashwood Dr, Asheville,28803, NC
"$430,000 ","4bd3ba2,531 sqft",123 Willow Lake Dr, Asheville,28805, NC
"$409,000 ","3bd2ba1,322 sqft (on 0.85 acres)",8 Split Rail Dr, Asheville,28806, NC
"$285,000 ",2bd1ba868 sqft (on 0.54 acres),54 Wellington Dr, Asheville,28804, NC
"$275,000 ","4bd1,468 sqft (on 0.33 acres)",18/20 McPherson St, Asheville,28804, NC
"$775,000 ","3bd4ba1,843 sqft",6 Bauhaus Ct, Asheville,28801, NC
"$649,000 ","4bd3ba2,519 sqft (on 0.43 acres)",7 Ballantree Dr, Asheville,28803, NC
"$600,000 ","3bd3ba2,942 sqft (on 0.52 acres)",10 S Oak Forest Dr, Asheville,28803, NC
"$715,000 ","3bd2ba1,946 sqft (on 0.92 acres)",26 Utopia Rd, Asheville,28805, NC
"$314,000 ","2bd2ba1,232 sqft (on 0.80 acres)",272 Parker Rd, Asheville,28805, NC
"$380,000 ",1bd1ba762 sqft,324 Bowling Park Rd, Asheville,28803, NC
"$529,000 ","3bd3ba1,770 sqft",95 Baker Ave, Asheville,28806, NC
"$200,000 ",,99999 Maplewood Rd, Asheville,28804, NC
"$489,500 ","3bd2ba1,832 sqft (on 0.25 acres)",20 Park Ave, Asheville,28803, NC
"$775,000 ","3bd3ba2,223 sqft (on 0.62 acres)",223 Robinhood Rd, Asheville,28804, NC
"$357,000 ","3bd2ba2,000 sqft (on 2.59 acres)",48 Country Gardens Ln, Asheville,28806, NC
"$1,049,000 ","8bd4ba5,384 sqft (on 0.68 acres)",349 Country Club Rd, Asheville,28804, NC
"$275,000 ","2bd1ba1,227 sqft",17 Wentworth Ave, Asheville,28803, NC
"$375,000 ","2bd1ba1,006 sqft",120 Bartlett St, Asheville,28801, NC
"$349,000 ","3bd2ba1,203 sqft",35 Le An Hurst Rd, Asheville,28803, NC
"$355,000 ","2bd2ba1,466 sqft (on 0.37 acres)",81 Davidson Rd, Asheville,28803, NC
"$1,695,000 ","4bd5ba3,868 sqft (on 0.56 acres)",14 Twinflower Trl, Asheville,28804, NC
"$329,000 ",,99999 Haywood Rd, Asheville,28806, NC
"$250,000 ",,36 Cary Ln, Asheville,28804, NC
"$749,900 ","4bd4ba2,978 sqft",6 Allen Ave, Asheville,28803, NC
"$475,000 ","2bd2ba1,112 sqft",125 S Lexington Ave, Asheville,28801, NC
"$80,000 ",,999999 Sand Hill Rd, Asheville,28806, NC
"$93,500 ",,Governors View Rd, Asheville,28805, NC
"$143,000 ",,455 Governors View Rd, Asheville,28805, NC
"$569,000 ","4bd3ba2,998 sqft (on 0.65 acres)",25 Selwyn Rd, Asheville,28806, NC
"$7,490,000 ","6bd7ba9,570 sqft (on 1.64 acres)",23 Eastwood Rd, Asheville,28803, NC
"$389,000 ","3bd1ba1,507 sqft",65 Liberty St, Asheville,28803, NC
"$1,099,000 ","5bd4ba3,090 sqft (on 0.66 acres)",39 Village Pointe Ln, Asheville,28803, NC
"$473,185 ","3bd3ba1,528 sqft",56 Mayday St, Asheville,28806, NC
,,31 Sweet Fern Pkwy, Asheville,28804, NC
"$795,000 ","4bd5ba3,436 sqft (on 0.74 acres)",102 Galloway Dr, Asheville,28803, NC
"$359,999 ","3bd2ba1,616 sqft (on 0.35 acres)",170 Birch Ln, Arden,28704, NC
"$699,000 ",,Lots 8 9 & 10 Eagle Ridge Trl, Asheville,28803, NC
"$2,975,000 ","5bd8ba6,903 sqft (on 2.41 acres)",18 Cedar Hill Dr, Asheville,28803, NC
"$399,900 ",3bd1ba998 sqft,19 Erskine Ave, Asheville,28801, NC
"$980,000 ","4bd4ba2,873 sqft",7 Ravenna St, Asheville,28803, NC
"$725,000 ","3bd2ba1,732 sqft",9 Harvard Pl, Asheville,28806, NC
"$599,900 ","3bd3ba2,204 sqft (on 1.03 acres)",120 Mill Rd, Asheville,28805, NC
"$99,000 ",,201 Patriots Dr, Asheville,28805, NC
"$429,000 ",,55 Bartrams Walk Dr, Asheville,28804, NC
"$349,900 ","3bd2ba1,348 sqft",6 Allison Ct, Asheville,28805, NC
"$355,000 ","3bd2ba1,493 sqft (on 0.32 acres)",127 Wicklow Dr, Asheville,28806, NC
"$325,000 ",Studio1ba537 sqft,218 Bowling Park Rd, Asheville,28803, NC
"$1,590,000 ","3bd4ba2,902 sqft (on 0.54 acres)",127 N Griffing Blvd, Asheville,28804, NC
"$129,900 ",,179 Louisiana Ave, Asheville,28806, NC
"$375,000 ","3bd3ba1,838 sqft",601 Woodfield Dr, Asheville,28803, NC
"$539,900 ",1bd1ba914 sqft,12 S Lexington Ave, Asheville,28801, NC
"$340,000 ",2bd2ba972 sqft (on 0.54 acres),117 Lower Grassy Branch Rd, Asheville,28805, NC
"$84,900 ",,999 Lower Grassy Branch Rd, Asheville,28805, NC
"$79,900 ",,Lower Grassy Branch Rd, Asheville,28805, NC
"$499,650 ","3bd2ba2,990 sqft (on 0.36 acres)",93 Oakland Rd, Asheville,28801, NC
"$975,000 ","3bd5ba3,616 sqft (on 1.88 acres)",5 Meadow Ridge Dr, Asheville,28804, NC
"$550,000 ","3bd2ba1,364 sqft",415 Bowling Park Rd, Asheville,28803, NC
"$1,795,000 ","3bd4ba3,653 sqft (on 0.70 acres)",145 Ventana Dr, Asheville,28804, NC
"$500,000 ",,11 Cedar Hill Dr, Asheville,28803, NC
